id,commit,build,exec_time,comment,fix,lastFix
966,356cd0e1,FAIL,1,Fixed bug in parsing periods that had fields which always printed zeros.,{'lastFix': None},
967,eeb00cda,FAIL,1,"Removed solar87, solar88, and solar89 time zones.",{'lastFix': None},
968,7b7cb445,FAIL,1,Refactor chronology classes to avoid dupication in code,{'lastFix': None},
969,84617fb6,FAIL,1,Added @since tags,{'lastFix': None},
970,d1e9ca7f,FAIL,1,Add methods to simplify common addition and subtraction of periods Add method to simplify formatting a datetime,{'lastFix': None},
971,6872249f,FAIL,1,Test add methods to simplify common addition and subtraction of periods Test add method to simplify formatting a datetime,{'lastFix': None},
972,a942f135,FAIL,2,Add methods to simplify formatting a datetime,{'lastFix': None},
973,fb030b32,FAIL,1,Add methods to simplify common addition and subtraction of periods,{'lastFix': None},
974,04c3867f,FAIL,1,Reinstate serialisation test,{'lastFix': None},
975,e646a479,FAIL,1,Javadoc fix,{'lastFix': None},
976,7914f022,FAIL,1,Add Joda-Time OpenOffice presentation (created with v1.1.4),{'lastFix': None},
977,6ad3ae36,FAIL,1,Comment fix.,{'lastFix': None},
978,c29a7af9,FAIL,2,"Supports parsing ""CE"" and ""BCE"" as era if locale language is English.",{'lastFix': None},
979,bfe653ad,FAIL,1,Fixed parsing date where format includes era.,{'lastFix': None},
980,b5e3897c,FAIL,1,Comment typo,{'lastFix': None},
981,e9a0d0df,FAIL,1,Added IllegalFieldValueException class.,{'lastFix': None},
982,225ca553,FAIL,1,Range duration field of dayOfMonth was not consistent with monthOfYear. This bug manifested itself when adding/subtracting periods to partials.,{'lastFix': None},
983,7c694392,FAIL,1,Minor comment fix.,{'lastFix': None},
984,158c9d2f,FAIL,1,Additional persister which stores the timezone in an extra column test cases,{'lastFix': None},
985,08b416a2,FAIL,1,Add getAsString() to property classes,{'lastFix': None},
986,28ceb46c,FAIL,1,Add serialized files from v1.0 for testing,{'lastFix': None},
987,28982faf,FAIL,1,Add serialization tests,{'lastFix': None},
988,be463c22,FAIL,1,Comment parsing bug disabled DST for Europe/Athens after 1980.,{'lastFix': None},
989,31c2ff5b,FAIL,1,minor comment fix,{'lastFix': None},
990,db354e68,FAIL,1,Added overlap() method to Interval,{'lastFix': None},
991,15e0a37e,FAIL,1,Added overlap() method to Interval,{'lastFix': None},
992,4eb99ddc,FAIL,1,Clarification on joda's up-to-date timezones.,{'lastFix': None},
993,a862dbce,FAIL,1,Updated to version 2005i.,{'lastFix': None},
994,001f56b4,FAIL,1,Added more @since tags,{'lastFix': None},
995,b7c1594f,FAIL,2,Two digit year parse can only be lenient if it is not followed by another numeric token,{'lastFix': None},
996,f66634b7,FAIL,1,Added since tag.,{'lastFix': None},
997,66a8d06f,FAIL,1,Bug fix for parsing two digit year pattern with more or less than two digits.,{'lastFix': None},
998,ea0057c0,FAIL,1,Add time zone constructor to obtain accurate current time,{'lastFix': None},
999,26047233,FAIL,2,Make YearMonthDay and TimeOfDay implement Comparable,{'lastFix': None},
1000,d8053cc9,FAIL,1,Add Period constructors for ReadablePartials Add PeriodType constants that exclude time,{'lastFix': None},
1001,5311dfbc,FAIL,1,Updated to version 2005h.,{'lastFix': None},
1002,b52ac16e,FAIL,1,added hibernate3.0rc1 as dependency,{'lastFix': None},
1003,eb723276,FAIL,2,initial version usertype for hibernate3 to persist datetime,{'lastFix': None},
1004,3879051a,FAIL,1,Update website now release is a month old,{'lastFix': None},
1005,fd0687af,FAIL,1,Updated to version 2005g.,{'lastFix': None},
1006,f0d58dda,FAIL,1,Create project,{'lastFix': None},
1007,8fed0053,FAIL,1,ROLLBACK to put tzcompiler in jar,{'lastFix': None},
1008,db44731d,FAIL,1,Remove tzcompiler from jar,{'lastFix': None},
1009,32c128f5,FAIL,1,Add DateTimeFormatter.withPivotYear to handle pattern pivot control from Fredrik Borgh,{'lastFix': None},
1010,e97bb787,FAIL,2,Add DateTimeFormatter.withPivotYear to handle pattern pivot control from Fredrik Borgh,{'lastFix': None},
1011,4db6cb0f,FAIL,1,Move zone info load to ZoneInfoProvider (allows ZoneInfoCompiler to be dropped from jar),{'lastFix': None},
1012,ce5cb602,FAIL,1,Add withPivotYear,{'lastFix': None},
1013,8e7ec5ee,FAIL,1,Add more tests,{'lastFix': None},
1014,18b2d875,FAIL,1,Updated tz data to version 2005f.,{'lastFix': None},
1015,c47221f5,FAIL,1,Tidy up docs for 1.0,{'lastFix': None},
1016,b87ac3b9,FAIL,1,Javadoc fixes.,{'lastFix': None},
1017,16144544,FAIL,1,Remove junit as a dependency (maven finds it automatically now),{'lastFix': None},
1018,a35abb59,FAIL,1,Add CVS version info,{'lastFix': None},
1019,73628a6c,FAIL,1,Fix typos.,{'lastFix': None},
1020,b4c55b6b,FAIL,1,Add more documentation,{'lastFix': None},
1021,79b24183,FAIL,2,Rollback to 0.99 for 1.0 release,{'lastFix': None},
1022,e675e6d0,FAIL,1,Refactor year classes into BaseGJChronology,{'lastFix': None},
1023,4f36b173,FAIL,1,Allow slow tests to run directly from main method,{'lastFix': None},
1024,772cab19,FAIL,1,Prepare for 1.0,{'lastFix': None},
1025,dcacae9d,FAIL,2,Add online upgrade notes,{'lastFix': None},
1026,ad1be757,FAIL,1,Remove deprecated methods for 1.0,{'lastFix': None},
1027,3289d9a2,FAIL,1,Fix problem with test under JDK1.3,{'lastFix': None},
1028,fb28d3d9,FAIL,1,Change for release 0.99,{'lastFix': None},
1029,2a79d7e0,FAIL,2,Change version to 0.99,{'lastFix': None},
1030,d7b8726e,FAIL,1,Update release notes for 0.99,{'lastFix': None},
1031,c0cd5cec,FAIL,1,Comment toPrinter and toParser to indicate internal nature,{'lastFix': None},
1032,d4414d5f,FAIL,1,Add deprecated methods for 0.99,{'lastFix': None},
1033,385e7e0b,FAIL,1,Fixed SF link.,{'lastFix': None},
1034,4bc745bc,FAIL,1,Minor fixes.,{'lastFix': None},
1035,3f51e8e4,FAIL,1,Comment change on two digit year pivot,{'lastFix': None},
1036,4b61858d,FAIL,1,Switch to jcoverage,{'lastFix': None},
1037,acd213b4,FAIL,1,Fix formatters section,{'lastFix': None},
1038,0542fa12,FAIL,1,Fix package javadoc,{'lastFix': None},
1039,579d66ad,FAIL,1,Remove link that causes javadoc issues,{'lastFix': None},
1040,e76c1d69,FAIL,1,Better examples,{'lastFix': None},
1041,627558a0,FAIL,1,Switch to jcoverage,{'lastFix': None},
1042,51b53c21,FAIL,2,Fix parameter names.,{'lastFix': None},
1043,e5ad614b,FAIL,1,Added more tests.,{'lastFix': None},
1044,c6c41b37,FAIL,1,"Refactor Period formatting to match DateTime, part 2",{'lastFix': None},
1045,a716ae12,FAIL,1,"Refactor Period formatting to match DateTime, part 1",{'lastFix': None},
1046,85432d2c,FAIL,1,Javadoc,{'lastFix': None},
1047,f2cd3fb6,FAIL,1,Javadoc,{'lastFix': None},
1048,b1163139,FAIL,1,Remove unecessary code,{'lastFix': None},
1049,174240f2,FAIL,1,Comment out dead code.,{'lastFix': None},
1050,7d3c8924,FAIL,1,Increase test coverage.,{'lastFix': None},
1051,98743f9b,FAIL,1,More tests,{'lastFix': None},
1052,931a4aa1,FAIL,1,More tests,{'lastFix': None},
1053,94b4a6ad,FAIL,1,minor comment fix,{'lastFix': None},
1054,707162b5,FAIL,1,Increase test coverage,{'lastFix': None},
1055,2a8562be,FAIL,2,Change withLocale to accept null,{'lastFix': None},
1056,eac6e860,FAIL,1,Test DateTimeFormat styles and patterns Add ability to print time zone ids,{'lastFix': None},
1057,b6d1739d,FAIL,1,Add deprecated methods for previous users,{'lastFix': None},
1058,0326d028,FAIL,1,Minor comment fixes,{'lastFix': None},
1059,5082337a,FAIL,1,Refactor DateTime formatting to use decoration pattern,{'lastFix': None},
1060,c012c275,FAIL,1,Update old version label for jdiff,{'lastFix': None},
1061,b5416a54,FAIL,2,Checkstyle,{'lastFix': None},
1062,c3415a6f,FAIL,1,"Allow for longer, but easier to interpret errors",{'lastFix': None},
1063,28108d2d,FAIL,1,Javadoc,{'lastFix': None},
1064,f60cbea3,FAIL,1,Organize imports,{'lastFix': None},
1065,8a587506,FAIL,1,Change DateTimeZone to use forXxx factory methods,{'lastFix': None},
1066,52188904,FAIL,1,Skip tests so coverage tools run in sensible amount of time,{'lastFix': None},
1067,74a89c45,FAIL,1,Added date diff question.,{'lastFix': None},
1068,6a52a34f,FAIL,2,Change to ASF2 license,{'lastFix': None},
1069,2bb6dc32,FAIL,1,*** empty log message ***,{'lastFix': None},
1070,bf9c0997,FAIL,1,Change to ASF2 license,{'lastFix': None},
1071,48c4ec19,FAIL,1,Change from subsection to intro sentence for example,{'lastFix': None},
1072,08c3e750,FAIL,1,Fix ant script to find and download junit itself,{'lastFix': None},
1073,73943d52,FAIL,1,Update docs prior to 1.0 beta,{'lastFix': None},
1074,02eafcfb,FAIL,2,Minor cleanup,{'lastFix': None},
1075,ede1a3e7,FAIL,1,Make JUnit output prettier,{'lastFix': None},
1076,a123aae7,FAIL,1,Extend testing of Coptic Chronology,{'lastFix': None},
1077,043abebe,FAIL,1,Test and fix bugs in Buddhist Chronology,{'lastFix': None},
1078,0ba58b07,FAIL,1,Added simple time zone builder tests.,{'lastFix': None},
1079,e90984dc,FAIL,1,Refactor to extract SkipDateTimeField,{'lastFix': None},
1080,70ba0aaa,FAIL,2,Rename NonZeroDateTimeField to ZeroIsMaxDateTimeField,{'lastFix': None},
1081,c5910b63,FAIL,1,Rename BuddhistEra to ThaiBuddistEra,{'lastFix': None},
1082,e2df26dd,FAIL,1,Javadoc on assigning values to eras,{'lastFix': None},
1083,5bb0e471,FAIL,1,Javadoc comment,{'lastFix': None},
1084,e1da80db,FAIL,1,Test Coptic Chronology properly,{'lastFix': None},
1085,0a9dcb9a,FAIL,2,Comment on time of day,{'lastFix': None},
1086,d5351ad6,FAIL,1,Increase test coverage,{'lastFix': None},
1087,1cf39500,FAIL,1,Increase test coverage,{'lastFix': None},
1088,db0cac85,FAIL,1,Increase test coverage,{'lastFix': None},
1089,d2479760,FAIL,1,Fix bug preventing zero from being set,{'lastFix': None},
1090,cf0112ca,FAIL,1,Alter behaviour so that adding to a time wraps to the next 'day',{'lastFix': None},
1091,2c7ec20e,FAIL,2,Increase test coverage,{'lastFix': None},
1092,1567bbab,FAIL,1,Increase testing,{'lastFix': None},
1093,272609b3,FAIL,1,Add new method addWrapPartial that is useful for TimeOfDay,{'lastFix': None},
1094,c954b53a,FAIL,1,Fix bugs and javadoc,{'lastFix': None},
1095,61f37a3b,FAIL,1,Fix tests,{'lastFix': None},
1096,255a9f99,FAIL,1,Update release notes,{'lastFix': None},
1097,0f180f90,FAIL,2,Add null handling,{'lastFix': None},
1098,bbdf6d43,FAIL,1,Add methods to the partial classes,{'lastFix': None},
1099,8fd590db,FAIL,1,Switch from getReadableInstant to protected getMillis in Property,{'lastFix': None},
1100,fd6bc0de,FAIL,1,Add isSupported(type) to bring in line with ReadablePartial and potential future shared interface,{'lastFix': None},
1101,6d176dda,FAIL,1,Remove toDateTime(Zone) as it had unclear semantics,{'lastFix': None},
1102,86a5025d,FAIL,1,Make getAsText and getAsShortText with value parameter public,{'lastFix': None},
1103,129288e6,FAIL,2,Switch from getReadableInstant to protected getMillis in Property,{'lastFix': None},
1104,20238805,FAIL,1,Updated to version 2005c.,{'lastFix': None},
1105,c52da6c8,FAIL,1,"removed incomplete examples for interval, duration and period",{'lastFix': None},
1106,e561aa91,FAIL,1,Comment on NPE fix,{'lastFix': None},
1107,50ab1cce,FAIL,1,"Avoid NPE, Javadoc",{'lastFix': None},
1108,7401b4eb,FAIL,1,Simplify implementation of ReadableInstant comparison,{'lastFix': None},
1109,4265138a,FAIL,1,Reword test coverage section,{'lastFix': None},
1110,757f13a4,FAIL,1,Add key concepts reference section back in,{'lastFix': None},
1111,5cb435e0,FAIL,1,Add comment about sql subclasses of Date,{'lastFix': None},
1112,605dc597,FAIL,1,Tests for DateTimeFormat patterns,{'lastFix': None},
1113,4bc75bf7,FAIL,2,Minor updates.,{'lastFix': None},
1114,58fb5f3e,FAIL,1,Updated contributers list.,{'lastFix': None},
1115,b7f83052,FAIL,1,Don't apply offset if it is zero.,{'lastFix': None},
1116,b6be29b5,FAIL,1,Major revision of top-level index page and navigation.xml. restructured doc tree.,{'lastFix': None},
1117,f63c4cbf,FAIL,1,Restored formatting interfaces to provide same functionality as v0.95.,{'lastFix': None},
1118,6d32c19e,FAIL,1,Restored formatting interfaces to provide same functionality as v0.95.,{'lastFix': None},
1119,17075172,FAIL,2,Restored formatting interfaces to provide same functionality as v0.95.,{'lastFix': None},
1120,d1284b53,FAIL,1,"Slight performance enhancement. No measurable difference using server VM, however.",{'lastFix': None},
1121,f31d0996,FAIL,1,Added time zone table.,{'lastFix': None},
1122,b9978566,FAIL,1,Bug fix setting default zone if DST is off.,{'lastFix': None},
1123,30b2fdd1,FAIL,1,Added basic tests for text field formatting.,{'lastFix': None},
1124,7d2cfa16,FAIL,1,DateTimeFormatterBuilder was using wrong time zone for text fields,{'lastFix': None},
1125,2a1bf662,FAIL,1,Updated guide with more info and text,{'lastFix': None},
1126,38bb2171,FAIL,2,Ignore tzdata (Eclipse),{'lastFix': None},
1127,653e4bbf,FAIL,1,DateTimeFormat was selecting date style for time style.,{'lastFix': None},
1128,106ae6fe,FAIL,1,Major revision of user guide. Added many sections and examples.,{'lastFix': None},
1129,593e58a6,FAIL,1,Added more @since tags,{'lastFix': None},
1130,d98da1e9,FAIL,1,Fix to compile on JDK1.5,{'lastFix': None},
1131,efd27481,FAIL,1,Bux fix handing offset based default time zones,{'lastFix': None},
1132,47e54a36,FAIL,2,Extra conversion methods added.,{'lastFix': None},
1133,3d9b2636,FAIL,1,Can convert to duration from an end instant too,{'lastFix': None},
1134,ea352365,FAIL,1,Updated with newest changes,{'lastFix': None},
1135,bf7d8c83,FAIL,2,typo,{'lastFix': None},
1136,57eb0122,FAIL,1,Simplified example.,{'lastFix': None},
1137,7509f412,FAIL,1,Added an example.,{'lastFix': None},
1138,05bcda56,FAIL,1,Finished,{'lastFix': None},
1139,159f5f78,FAIL,1,Fix period parsing bugs.,{'lastFix': None},
1140,78e61bf6,FAIL,1,Fix parsing of fractional seconds.,{'lastFix': None},
1141,51b817ea,FAIL,2,Add more constructors.,{'lastFix': None},
1142,0f44370d,FAIL,1,Added support to create Periods from a duration end end instant.,{'lastFix': None},
1143,dd38faa4,FAIL,1,Start release notes for 1.0,{'lastFix': None},
1144,ba861ced,FAIL,1,Fix isAfter(Interval) to correctly handle dates that abut,{'lastFix': None},
1145,c4f06f0e,FAIL,1,Doc fix.,{'lastFix': None},
1146,2394f55a,FAIL,1,Add tests for parsing periods,{'lastFix': None},
1147,411a924d,FAIL,2,Javadoc fix,{'lastFix': None},
1148,e433f2e9,FAIL,1,Fix to allow parsing of PT1H7M57S,{'lastFix': None},
1149,e111ec8d,FAIL,1,Fix NullPointerException bug.,{'lastFix': None},
1150,1c111fa0,FAIL,1,Fix minor typo.,{'lastFix': None},
1151,885fd5e9,FAIL,1,Added quick download link.,{'lastFix': None},
1152,fdb13a72,FAIL,1,Minor doc fix.,{'lastFix': None},
1153,78f8f532,FAIL,1,Fix comment link.,{'lastFix': None},
1154,33379cbe,FAIL,2,Minor doc fix.,{'lastFix': None},
1155,8b3cdcdf,FAIL,1,Move to JDK1.3 dependency,{'lastFix': None},
1156,284afb67,FAIL,1,Make compatible with older JDKs,{'lastFix': None},
1157,f3ab8c8e,FAIL,1,Allow cross JDK jar file testing,{'lastFix': None},
1158,d88f7dbf,FAIL,1,Update for 0.98 release,{'lastFix': None},
1159,3fba96d7,FAIL,1,Checkstyle fixes,{'lastFix': None},
1160,97ccb66e,FAIL,2,Status of 0.98,{'lastFix': None},
1161,6892714b,FAIL,1,Checkstyle fixes,{'lastFix': None},
1162,9fdc702c,FAIL,1,Fix hyperlink,{'lastFix': None},
1163,d27a0ae2,FAIL,1,Exclude private variables and methods from javadoc check,{'lastFix': None},
1164,ccddaff1,FAIL,1,Remove BoundPrinter code,{'lastFix': None},
1165,e73ad2c3,FAIL,1,Corrected name for DST.,{'lastFix': None},
1166,f72707c9,FAIL,2,No more TODOs in code.,{'lastFix': None},
1167,35c22c19,FAIL,1,Time zone difference must be accounted for when setting date from an instant.,{'lastFix': None},
1168,f3f3e3f1,FAIL,1,Remove TODO comments.,{'lastFix': None},
1169,333a1925,FAIL,1,Fix checkstyle for 0.98,{'lastFix': None},
1170,17c74a65,FAIL,1,Update for 0.98 release,{'lastFix': None},
1171,471e2cd6,FAIL,1,Update for 0.98 release,{'lastFix': None},
1172,57fc660f,FAIL,2,Update for 0.98 release,{'lastFix': None},
1173,adf62e61,FAIL,1,Update for 0.98 release,{'lastFix': None},
1174,324f62fd,FAIL,1,Tidy build for 1.0 release,{'lastFix': None},
1175,881fb17a,FAIL,1,Tidy docs for 1.0 release,{'lastFix': None},
1176,792f5bd1,FAIL,1,Tidy javadoc for 1.0 release,{'lastFix': None},
1177,19ddfa40,FAIL,1,Updated to version 2004g.,{'lastFix': None},
1178,c6a69cc4,FAIL,2,Refactor DateTimeParserBucket to inner class to aid package comprehension,{'lastFix': None},
1179,6cad8020,FAIL,1,Refactor format package to use late binding of chronology,{'lastFix': None},
1180,369388fc,FAIL,1,Prevent OutOfMemoryErrors with extreme values,{'lastFix': None},
1181,1e74633f,FAIL,1,Fixed javadoc tags,{'lastFix': None},
1182,d87a2f92,FAIL,1,Make tests more tolerant of different time zones,{'lastFix': None},
1183,90f242ca,FAIL,1,Add jdiff tag,{'lastFix': None},
1184,51a25c65,FAIL,2,Update to version 2004e,{'lastFix': None},
1185,22d87292,FAIL,1,Prepare release notes for 0.98,{'lastFix': None},
1186,0393d908,FAIL,1,Fix interval tests to match reality,{'lastFix': None},
1187,03adc5d8,FAIL,1,Increase number of tests run,{'lastFix': None},
1188,7bf53f6a,FAIL,2,Ensure chronology used in parse,{'lastFix': None},
1189,03ea7700,FAIL,1,Add clear method to reset fields to zero,{'lastFix': None},
1190,4e0f9ff5,FAIL,1,Parse second/millis field,{'lastFix': None},
1191,179ecca2,FAIL,1,Ensure period is cleared before parsing,{'lastFix': None},
1192,95e45675,FAIL,2,More tests,{'lastFix': None},
1193,31786258,FAIL,1,More tests,{'lastFix': None},
1194,a36f3d38,FAIL,1,Remove unecessary code,{'lastFix': None},
1195,73c752db,FAIL,1,Avoid NPE in constructor,{'lastFix': None},
1196,1fd45c94,FAIL,2,More tests,{'lastFix': None},
1197,189ef8f1,FAIL,1,Remove redundent code and fix bug,{'lastFix': None},
1198,01ca66c2,FAIL,1,Testing,{'lastFix': None},
1199,c5141b92,FAIL,1,Enhance website docs,{'lastFix': None},
1200,fe59adf4,FAIL,2,Enhance website docs,{'lastFix': None},
1201,1e331a20,FAIL,1,Test BaseDateTimeField,{'lastFix': None},
1202,8d7a275d,FAIL,1,Update to version 2004d.,{'lastFix': None},
1203,66a244b0,FAIL,1,Added missing paragraph tag.,{'lastFix': None},
1204,6d87c929,FAIL,1,Improve docs,{'lastFix': None},
1205,03194dd5,FAIL,1,Update todo,{'lastFix': None},
1206,c4219914,FAIL,1,Add tests for ISO date time format,{'lastFix': None},
1207,56f9a22e,FAIL,2,"Add noMillis methods, javadoc and fix bugs",{'lastFix': None},
1208,31a2dfba,FAIL,1,Test field package,{'lastFix': None},
1209,29bac9e4,FAIL,1,Test field package,{'lastFix': None},
1210,3e73f543,FAIL,1,Test field package,{'lastFix': None},
1211,b9e9ad74,FAIL,1,Increase test coverage,{'lastFix': None},
1212,6a5b8bd6,FAIL,1,Increase test coverage,{'lastFix': None},
1213,3c2898ad,FAIL,2,Add RPartial converter,{'lastFix': None},
1214,95661574,FAIL,1,Rework InstantConverter to reduce number of methods,{'lastFix': None},
1215,f5606482,FAIL,1,Test PartialConverter,{'lastFix': None},
1216,d7ca0e33,FAIL,1,Add PartialConverter,{'lastFix': None},
1217,9316fce1,FAIL,1,Use DateTimeFieldType for custom fields,{'lastFix': None},
1218,63fa4167,FAIL,1,Optimise toInterval,{'lastFix': None},
1219,2d084aa3,FAIL,2,Refine instant API and test,{'lastFix': None},
1220,cee767aa,FAIL,1,Refine API and increase test coverage,{'lastFix': None},
1221,7ae214c8,FAIL,1,Refine partial API and add tests,{'lastFix': None},
1222,ae46a513,FAIL,1,Fix interval to use chronology throughout,{'lastFix': None},
1223,8ef60672,FAIL,1,Update API - Instant now ISO UTC - withXxx methods added to lots of classes - uniform set of methods almost complete,{'lastFix': None},
1224,1c5dbbb0,FAIL,1,Add extra methods to API,{'lastFix': None},
1225,2ddaa7eb,FAIL,2,Update API of MutablePeriod,{'lastFix': None},
1226,14ca195d,FAIL,1,Move code from BasePeriod to chrono,{'lastFix': None},
1227,70bec6de,FAIL,1,Use plus/minus method names,{'lastFix': None},
1228,561bd5f3,FAIL,1,Move partial methods to chronology,{'lastFix': None},
1229,918f2a7b,FAIL,1,Increase coverage,{'lastFix': None},
1230,b6890ea4,FAIL,1,Simplify implementation,{'lastFix': None},
1231,fabfb2d0,FAIL,2,Fix test case,{'lastFix': None},
1232,750176f5,FAIL,1,More Period methods and tests,{'lastFix': None},
1233,c4925ca4,FAIL,1,Switch to IAException,{'lastFix': None},
1234,233ac671,FAIL,1,Add chronology to interval,{'lastFix': None},
1235,ac116608,FAIL,1,Simplify read writable interface,{'lastFix': None},
1236,119f68ba,FAIL,1,Update duration following period changes,{'lastFix': None},
1237,55284cec,FAIL,2,Add period constructors for duration,{'lastFix': None},
1238,eb86c15e,FAIL,1,Add more methods,{'lastFix': None},
1239,35e25b7a,FAIL,1,Simplify Period,{'lastFix': None},
1240,c4712e0e,FAIL,1,Add isSupported to types,{'lastFix': None},
1241,06145d41,FAIL,1,Add a compare to method,{'lastFix': None},
1242,0d9fb25a,FAIL,1,Fix test,{'lastFix': None},
1243,73c46792,FAIL,1,Refactor Periods - no longer have a chronology - period type is based around DurationFieldType - array structure internally - not convertable to durations,{'lastFix': None},
1244,2180a3fe,FAIL,2,Javadoc,{'lastFix': None},
1245,89be5d7d,FAIL,1,Add functionality to intervals,{'lastFix': None},
1246,15cfddf5,FAIL,1,Make abstract with protected coonstructors,{'lastFix': None},
1247,ad19bbd5,FAIL,1,Javadoc,{'lastFix': None},
1248,f3f288e8,FAIL,1,Add tests,{'lastFix': None},
1249,feaf07aa,FAIL,1,Ensure test cleans up after itself,{'lastFix': None},
1250,c5a06874,FAIL,1,Add halfdays and weekyearOfCentury fields,{'lastFix': None},
1251,1a5b0ef6,FAIL,1,Moved field selector methods to field type classes,{'lastFix': None},
1252,24481f10,FAIL,1,Use DateTimeFieldType in ReadablePartial,{'lastFix': None},
1253,0d18055d,FAIL,1,Use DurationFieldType in DurationField,{'lastFix': None},
1254,a5f58867,FAIL,1,Define DateTimeFieldType to DurationFieldType link,{'lastFix': None},
1255,4f78ec4d,FAIL,1,Use DateTimeFieldType in DateTimeField,{'lastFix': None},
1256,de0a3539,FAIL,1,Add DateTimeFieldType and DurationFieldType,{'lastFix': None},
1257,199a124a,FAIL,2,Remove dead code,{'lastFix': None},
1258,44b2bf7d,FAIL,1,Add factory methods,{'lastFix': None},
1259,a8c122da,FAIL,1,Use DateTimeUtils null handling,{'lastFix': None},
1260,4f040633,FAIL,1,Add factory methods,{'lastFix': None},
1261,2a60e116,FAIL,1,Increase test coverage,{'lastFix': None},
1262,f0beb426,FAIL,1,Update TODOs,{'lastFix': None},
1263,5fd28fcd,FAIL,2,Fix and simplify zero handling in period format,{'lastFix': None},
1264,65a750a9,FAIL,1,Remove uneccessary call,{'lastFix': None},
1265,41bfd0a0,FAIL,1,Add ability to display milliseconds as decimal places of seconds,{'lastFix': None},
1266,59c40a74,FAIL,1,Test ISOPeriodFormat,{'lastFix': None},
1267,c42f2686,FAIL,1,Use new feature of period builder,{'lastFix': None},
1268,b1d6e41a,FAIL,1,Test format subpackage,{'lastFix': None},
1269,c2eb7b74,FAIL,1,Add new separator functionality to meet ISO8601 requirements,{'lastFix': None},
1270,41021294,FAIL,1,Added Chronologies factory class,{'lastFix': None},
1271,5b58f758,FAIL,1,Changed comments to reference 'period' instead of 'duration',{'lastFix': None},
1272,3a7f6824,FAIL,1,Increase coverage,{'lastFix': None},
1273,5f8543c9,FAIL,1,Add some comments,{'lastFix': None},
1274,bf92b5db,FAIL,1,Fix BasePartial to restore constructor removed by mistake,{'lastFix': None},
1275,2c59c657,FAIL,1,Remove unused code,{'lastFix': None},
1276,642b6466,FAIL,2,Javadoc,{'lastFix': None},
1277,e3969ce6,FAIL,1,Update todo list,{'lastFix': None},
1278,d0b82920,FAIL,1,"Refactor partials adding getField(int,chrono)",{'lastFix': None},
1279,37921905,FAIL,1,Add tests to ensure arrays are cloned,{'lastFix': None},
1280,3d2aef7b,FAIL,1,Update todo list,{'lastFix': None},
1281,ffac169f,FAIL,2,Remove type,{'lastFix': None},
1282,afa8a348,FAIL,1,Add type,{'lastFix': None},
1283,2a05a5d8,FAIL,1,Created MutableDateTime.Property; removed property package.,{'lastFix': None},
1284,82e420bb,FAIL,1,Remove get chronology methods as they confuse matters when getting instance on subclass,{'lastFix': None},
1285,65e7ca2d,FAIL,1,Fix test,{'lastFix': None},
1286,55ba9b0b,FAIL,1,Add basic tests for chronologies,{'lastFix': None},
1287,ce9af668,FAIL,2,Fix javadoc tag.,{'lastFix': None},
1288,38774551,FAIL,1,Remove old test classes,{'lastFix': None},
1289,6bdd176e,FAIL,1,Change Chronology to abstract class,{'lastFix': None},
1290,5f9b9b67,FAIL,1,Create BasePartial,{'lastFix': None},
1291,5d157d65,FAIL,1,Add safeMultiplyToInt,{'lastFix': None},
1292,02bafa30,FAIL,1,Update validate to be more flexible,{'lastFix': None},
1293,4479d880,FAIL,1,Javadoc,{'lastFix': None},
1294,4062cef5,FAIL,1,Add extra factory methods to DateTimeZone,{'lastFix': None},
1295,fad8c2ae,FAIL,1,Remove serializable,{'lastFix': None},
1296,a14dd273,FAIL,1,Change toTrustedISODateTime() to toDateTimeISO(),{'lastFix': None},
1297,f6392700,FAIL,1,Increase coverage,{'lastFix': None},
1298,d6fb78ea,FAIL,1,Fixed javadoc tags.,{'lastFix': None},
1299,dfe9eff2,FAIL,1,Change toTrustedISODateTime() to toDateTimeISO(),{'lastFix': None},
1300,274097cf,FAIL,2,Test new methods,{'lastFix': None},
1301,becd808d,FAIL,1,"Unify method handling, removing Object parameter methods",{'lastFix': None},
1302,d1adaf7d,FAIL,1,Reorder methods,{'lastFix': None},
1303,fcb0559c,FAIL,1,Remove long/now methods from interface to keep interface focussed,{'lastFix': None},
1304,6f9b67a4,FAIL,1,Return DateTime not Instant from add as period is date based,{'lastFix': None},
1305,8fe00607,FAIL,1,Optimise toXxx() methods,{'lastFix': None},
1306,5f2aa479,FAIL,2,Create BasePeriod,{'lastFix': None},
1307,7c064bbf,FAIL,1,Added section for new base package.,{'lastFix': None},
1308,3bbf3c5f,FAIL,1,Javadoc tag fixes,{'lastFix': None},
1309,e8d955f1,FAIL,1,Create BaseInterval,{'lastFix': None},
1310,d165fd2c,FAIL,1,Correct scope,{'lastFix': None},
1311,95b2e78f,FAIL,1,Javadoc,{'lastFix': None},
1312,a1a0473c,FAIL,2,Create BaseDuration,{'lastFix': None},
1313,5fd91cfa,FAIL,1,Package javadoc,{'lastFix': None},
1314,d0136505,FAIL,1,Create base subpackage,{'lastFix': None},
1315,3b04236d,FAIL,1,Update tests for isXxx methods,{'lastFix': None},
1316,fa310b07,FAIL,1,Add isXxx() methods Optimise by using DateTimeUtils,{'lastFix': None},
1317,998b3df4,FAIL,1,Optimise by using DateTimeUtils,{'lastFix': None},
1318,1f64cb22,FAIL,1,Javadoc,{'lastFix': None},
1319,99af0da0,FAIL,1,Create base subpackage,{'lastFix': None},
