Previous HEAD position was 7b608ab995 Ensure AnnotationUtilsTests pass in Eclipse again
HEAD is now at d303c8a20f Store PathPattern instead of String in attributes
[ BUILD CHECKER ] CHECK BUILD FOR STEP 2
HEAD is now at a9a38fe67e Consistent initialiazation of Forwarded header set
[ BUILD CHECKER ] a9a38fe commit build success
[ BUILD CHECKER ] a9a38fe commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2216964 commit gona be re-checked
Previous HEAD position was a9a38fe67e Consistent initialiazation of Forwarded header set
HEAD is now at 2216964b54 Polish RestTemplate exception hierarchy
[ BUILD CHECKER ] 2216964 commit build success
[ BUILD CHECKER ] 2216964 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7f0e348 commit gona be re-checked
Previous HEAD position was 2216964b54 Polish RestTemplate exception hierarchy
HEAD is now at 7f0e3481a5 Fine-grained RestTemplate exception hierarchy
[ BUILD CHECKER ] 7f0e348 commit build success
[ BUILD CHECKER ] 7f0e348 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2054fa2 commit gona be re-checked
Previous HEAD position was 7f0e3481a5 Fine-grained RestTemplate exception hierarchy
HEAD is now at 2054fa2191 Upgrade to Jetty reactive HTTP client 1.0.1
[ BUILD CHECKER ] 2054fa2 commit build success
[ BUILD CHECKER ] 2054fa2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 821ab62 commit gona be re-checked
Previous HEAD position was 2054fa2191 Upgrade to Jetty reactive HTTP client 1.0.1
HEAD is now at 821ab62492 Upgrade to RxJava 2.2 and Kotlin 1.2.60
[ BUILD CHECKER ] 821ab62 commit build success
[ BUILD CHECKER ] 821ab62 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c55c9eb commit gona be re-checked
Previous HEAD position was 821ab62492 Upgrade to RxJava 2.2 and Kotlin 1.2.60
HEAD is now at c55c9eb029 Polish
[ BUILD CHECKER ] c55c9eb commit build success
[ BUILD CHECKER ] c55c9eb commit was fixed by OnlyRebuild
[ BUILD CHECKER ] bb2db87 commit gona be re-checked
Previous HEAD position was c55c9eb029 Polish
HEAD is now at bb2db87c2f Add support for adding cookies as headers in MockHttpServletResponse
[ BUILD CHECKER ] bb2db87 commit build success
[ BUILD CHECKER ] bb2db87 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a8a1fc6 commit gona be re-checked
Previous HEAD position was bb2db87c2f Add support for adding cookies as headers in MockHttpServletResponse
HEAD is now at a8a1fc6de5 Earlier processing of forwarded headers
[ BUILD CHECKER ] a8a1fc6 commit build success
[ BUILD CHECKER ] a8a1fc6 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0878e43 commit gona be re-checked
Previous HEAD position was a8a1fc6de5 Earlier processing of forwarded headers
HEAD is now at 0878e438e5 Delete MockServer when using RestTemplate with MockMvc
[ BUILD CHECKER ] 0878e43 commit build success
[ BUILD CHECKER ] 0878e43 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] aec9826 commit gona be re-checked
Previous HEAD position was 0878e438e5 Delete MockServer when using RestTemplate with MockMvc
HEAD is now at aec98268fe maxResponseBody client filter
[ BUILD CHECKER ] aec9826 commit build success
[ BUILD CHECKER ] aec9826 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5095ec4 commit gona be re-checked
Previous HEAD position was aec98268fe maxResponseBody client filter
HEAD is now at 5095ec40b5 takeUntilByteCount actually uses takeUntil
[ BUILD CHECKER ] 5095ec4 commit build success
[ BUILD CHECKER ] 5095ec4 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 542ed81 commit gona be re-checked
Previous HEAD position was 5095ec40b5 takeUntilByteCount actually uses takeUntil
HEAD is now at 542ed81d5c Polish
[ BUILD CHECKER ] 542ed81 commit build success
[ BUILD CHECKER ] 542ed81 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 217aa38 commit gona be re-checked
Previous HEAD position was 542ed81d5c Polish
HEAD is now at 217aa38cbb Polishing
[ BUILD CHECKER ] 217aa38 commit build success
[ BUILD CHECKER ] 217aa38 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2474c48 commit gona be re-checked
Previous HEAD position was 217aa38cbb Polishing
HEAD is now at 2474c48749 Polishing
[ BUILD CHECKER ] 2474c48 commit build success
[ BUILD CHECKER ] 2474c48 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] dc36bb3 commit gona be re-checked
Previous HEAD position was 2474c48749 Polishing
HEAD is now at dc36bb34c7 Polishing
[ BUILD CHECKER ] dc36bb3 commit build success
[ BUILD CHECKER ] dc36bb3 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6735e23 commit gona be re-checked
Previous HEAD position was dc36bb34c7 Polishing
HEAD is now at 6735e2387c Deprecate CommonJ scheduling in favor of JSR-236 Concurrency Utilities
[ BUILD CHECKER ] 6735e23 commit build success
[ BUILD CHECKER ] 6735e23 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5055071 commit gona be re-checked
Previous HEAD position was 6735e2387c Deprecate CommonJ scheduling in favor of JSR-236 Concurrency Utilities
HEAD is now at 50550717d6 SchedulingTaskExecutor provides prefersShortLivedTasks default method
[ BUILD CHECKER ] 5055071 commit build success
[ BUILD CHECKER ] 5055071 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c46dacc commit gona be re-checked
Previous HEAD position was 50550717d6 SchedulingTaskExecutor provides prefersShortLivedTasks default method
HEAD is now at c46dacc209 Support for deferred access to StoredProcedureQuery output parameters
[ BUILD CHECKER ] c46dacc commit build success
[ BUILD CHECKER ] c46dacc commit was fixed by OnlyRebuild
[ BUILD CHECKER ] fa97aab commit gona be re-checked
Previous HEAD position was c46dacc209 Support for deferred access to StoredProcedureQuery output parameters
HEAD is now at fa97aab8be SchedulerAccessor catches cluster race conditions on job rescheduling
[ BUILD CHECKER ] fa97aab commit build success
[ BUILD CHECKER ] fa97aab commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b5c691b commit gona be re-checked
Previous HEAD position was fa97aab8be SchedulerAccessor catches cluster race conditions on job rescheduling
HEAD is now at b5c691bdac SPR-17074 Replace pointless wrapping with Arrays.asList with iteration over array
[ BUILD CHECKER ] b5c691b commit build success
[ BUILD CHECKER ] b5c691b commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 29ce668 commit gona be re-checked
Previous HEAD position was b5c691bdac SPR-17074 Replace pointless wrapping with Arrays.asList with iteration over array
HEAD is now at 29ce6685ca Add handleFailure property to FrameworkServlet
[ BUILD CHECKER ] 29ce668 commit build success
[ BUILD CHECKER ] 29ce668 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 78eda96 commit gona be re-checked
Previous HEAD position was 29ce6685ca Add handleFailure property to FrameworkServlet
HEAD is now at 78eda961f2 Polishing
[ BUILD CHECKER ] 78eda96 commit build success
[ BUILD CHECKER ] 78eda96 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 70dbaf9 commit gona be re-checked
Previous HEAD position was 78eda961f2 Polishing
HEAD is now at 70dbaf9751 Publish binding event for replaced attributes in MockHttpSession
[ BUILD CHECKER ] 70dbaf9 commit build success
[ BUILD CHECKER ] 70dbaf9 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0001f87 commit gona be re-checked
Previous HEAD position was 70dbaf9751 Publish binding event for replaced attributes in MockHttpSession
HEAD is now at 0001f87d59 Polishing
[ BUILD CHECKER ] 0001f87 commit build success
[ BUILD CHECKER ] 0001f87 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 589b704 commit gona be re-checked
Previous HEAD position was 0001f87d59 Polishing
HEAD is now at 589b7048ec Avoid synthesizable annotation creation for @Bean/@Scope processing
[ BUILD CHECKER ] 589b704 commit build success
[ BUILD CHECKER ] 589b704 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 9b671f8 commit gona be re-checked
Previous HEAD position was 589b7048ec Avoid synthesizable annotation creation for @Bean/@Scope processing
HEAD is now at 9b671f8408 Polishing
[ BUILD CHECKER ] 9b671f8 commit build success
[ BUILD CHECKER ] 9b671f8 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 65d5cb3 commit gona be re-checked
Previous HEAD position was 9b671f8408 Polishing
HEAD is now at 65d5cb3663 Typo in URI Encoding section
[ BUILD CHECKER ] 65d5cb3 commit build success
[ BUILD CHECKER ] 65d5cb3 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 31024b1 commit gona be re-checked
Previous HEAD position was 65d5cb3663 Typo in URI Encoding section
HEAD is now at 31024b1f93 Add sections on logging for Spring MVC and WebFlux
[ BUILD CHECKER ] 31024b1 commit build success
[ BUILD CHECKER ] 31024b1 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 92eaf99 commit gona be re-checked
Previous HEAD position was 31024b1f93 Add sections on logging for Spring MVC and WebFlux
HEAD is now at 92eaf99067 Polishing
[ BUILD CHECKER ] 92eaf99 commit build success
[ BUILD CHECKER ] 92eaf99 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6cd9060 commit gona be re-checked
Previous HEAD position was 92eaf99067 Polishing
HEAD is now at 6cd9060183 Avoid synthesizable check for common annotation types
[ BUILD CHECKER ] 6cd9060 commit build success
[ BUILD CHECKER ] 6cd9060 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f834083 commit gona be re-checked
Previous HEAD position was 6cd9060183 Avoid synthesizable check for common annotation types
HEAD is now at f8340838b3 Use lambda expressions for lazy instantiation (#1911)
[ BUILD CHECKER ] f834083 commit build success
[ BUILD CHECKER ] f834083 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 487e14d commit gona be re-checked
Previous HEAD position was f8340838b3 Use lambda expressions for lazy instantiation (#1911)
HEAD is now at 487e14d549 Polishing
[ BUILD CHECKER ] 487e14d commit build success
[ BUILD CHECKER ] 487e14d commit was fixed by OnlyRebuild
