id,commit,build,exec_time,comment,fix
9419,1a1c72c,SUCCESS,54,Revised InvocableHandlerMethod exception handling,{}
9420,5f1592a,SUCCESS,53,Consistently avoid close() call on Servlet OutputStream,{}
9421,648245b,SUCCESS,55,MarshallingView should not close response OutputStream after copying to it,{}
9422,7301b58,SUCCESS,55,Improve info on use of @Controller's with aop proxying,{}
9423,12598f8,SUCCESS,55,Fix issue w/ use of UrlPathHelper's urlDecode property,{}
9424,14616a4,SUCCESS,55,Update javadoc to conform to JDK8 styling,{}
9425,b4f1a4c,SUCCESS,55,Merge pull request #458 from abobov/master,{}
9426,1cf38a9,SUCCESS,54,Fixed example in JavaDoc.,{}
9427,ac22b78,SUCCESS,54,Delete unused imports,{}
9428,57c4eca,SUCCESS,54,Revised ExcelViewTests,{}
9429,53aab24,SUCCESS,55,Polishing,{}
9430,74ad208,SUCCESS,54,Upgraded to JasperReports 5.5.1,{}
9431,f77bf24,SUCCESS,61,Polish Javadoc for LookupOverride and related code,{}
9432,c335e99,SUCCESS,56,Remove trailing whitespace from source code,{}
9433,1f77853,SUCCESS,55,Polish test classes,{}
9434,f717b55,SUCCESS,55,Fix test bug related to legacy JUnit AssertionFailedError,{}
9435,08842f3,SUCCESS,55,Delete legacy JUnit 3.8 test from spring-test,{}
9436,2d5c5fc,SUCCESS,55,Delete legacy JUnit 3.8 test from spring-test,{}
9437,8c0e304,SUCCESS,54,Polishing,{}
9438,749b65b,SUCCESS,56,Polishing,{}
9439,99f9dce,SUCCESS,55,"Fixed all List return types to ? instead of Object, restoring backwards compatibility with existing Spring 3.2.x based code and allowing easier casts to other element types",{}
9440,919d6cc,SUCCESS,55,Actually log the cause of canRead/canWrite failures,{}
9441,9a8f860,SUCCESS,55,Fixed broken link to jax-ws-commons website,{}
9442,631b07a,SUCCESS,54,Upgraded to Commons FileUpload 1.3.1,{}
9443,de5b7a3,SUCCESS,63,Fix grammar and update link in Javadoc for SimpleThreadScope,{}
9444,f1d146f,SUCCESS,56,Merge pull request #457 from mebigfatguy/master,{}
9445,cdd2324,SUCCESS,55,fix log spelling typo,{}
9446,42d0470,SUCCESS,53,Improve expanding in MvcUriComponentsBuilder,{}
9447,bdb742b,SUCCESS,55,Polish MvcUriComponentsBuilder,{}
9448,09e2e58,SUCCESS,55,Removed outdated hibernate3 references across the codebase,{}
9449,2410e29,SUCCESS,55,Introduced OpenSessionInterceptor as a streamlined alternative to HibernateInterceptor,{}
9450,7566ceb,SUCCESS,55,Fix minor typo in testing chapter,{}
9451,9a6252d,SUCCESS,55,Fix formatting in 'TCF support classes' section of ref,{}
9452,426f52b,SUCCESS,55,Polishing,{}
9453,8c4e372,SUCCESS,55,Introduced SpringNamingPolicy for CGLIB,{}
9454,522d136,SUCCESS,55,Delete TODO that is now tracked in JIRA,{}
9455,f636ccb,SUCCESS,54,Fix failing test,{}
9456,46c0e45,SUCCESS,54,Improve header processing in SimpMessagingTemplate,{}
9457,624170f,SUCCESS,54,Introduce verify & reset methods in ADSEMockCtrl,{}
9458,edb0b0e,SUCCESS,55,Merge pull request #455 from sdeleuze/SPR-11392,{}
9459,81c259f,SUCCESS,55,Explain mock scope in static method mocking aspect,{}
9460,67142dc,SUCCESS,55,Polish Javadoc in @*ExceptionHandler,{}
9461,261a863,SUCCESS,55,Fix EvalTagTests with locales other than english,{}
9462,9fe9e27,SUCCESS,55,Explain after advice behavior in static method mock aspect,{}
9463,76f3d6e,SUCCESS,55,Improve test coverage for AbstractMethodMockingControl,{}
9464,3a89bc4,SUCCESS,55,Fix merge error in previous commit,{}
9465,69a89b1,FAIL,46,Fix off-by-one regression in AbstractMethodMockingControl,{}
9466,1cd5071,SUCCESS,56,Use AtomicInteger instead of local synchronization around int field,{}
9467,8a6b095,SUCCESS,55,Polishing,{}
9468,6634c19,SUCCESS,55,Related polishing,{}
9469,60c1905,SUCCESS,54,"Introduced ""spring.jdbc.getParameterType.ignore"" property",{}
9470,1a8629d,SUCCESS,56,Fix failing test,{}
9471,d90a361,SUCCESS,56,Polish Javadoc for @MockStaticEntityMethods & its aspect,{}
9472,b8ed2f4,SUCCESS,55,Ensure all tests are executed in the Gradle build,{}
9473,1c5cab2,SUCCESS,60,Add external entity test,{}
9474,f053f60,SUCCESS,54,Revised javadoc and related polishing,{}
9475,d55c22e,SUCCESS,55,Upgraded to Apache HttpComponents HttpClient 4.3.2,{}
9476,f27304d,SUCCESS,64,"Avoid repeated assignability check for raw class on fallback match, since AutowireCandidateResolver is only being called for basic type matches to begin with",{}
9477,874a2a9,SUCCESS,54,Backwards-compatible handling of generic and raw collection converters,{}
9478,e6f4796,SUCCESS,55,Fix failing test,{}
9479,46b24db,SUCCESS,56,Polishing,{}
9480,5f24294,SUCCESS,54,Defensively handle ServletRequestAttributes casting in requestDestroyed callback,{}
9481,d52f584,SUCCESS,55,"GenericConversionService matches converters by full generic target type, allowing for the registration of multiple converters from the same source type to different collection types",{}
9482,da369aa,SUCCESS,55,Add null check after message conversion,{}
9483,f0a53ae,SUCCESS,55,Fine-tune default mime type in message broker config,{}
9484,b6da7e2,SUCCESS,56,Fix test in Jaxb2RootElementHttpMessageConverterTests,{}
9485,a521ef5,SUCCESS,55,Verify ServletCtxAware beans are processed in WAC tests,{}
9486,4f60b98,SUCCESS,56,Consistent iteration over actualValue in Velocity and FreeMarker macros,{}
9487,e680e34,SUCCESS,55,Fix test class name,{}
9488,474f1b0,SUCCESS,54,Fix grammar in Javadoc for @ResponseBody,{}
9489,8c3868a,SUCCESS,55,Polish Javadoc for EmbeddedDatabaseFactory,{}
9490,c230385,SUCCESS,54,Polishing,{}
9491,5be8301,SUCCESS,55,Fixed isMatchingFieldError to properly handle empty field name,{}
9492,a537eb3,SUCCESS,55,Polishing,{}
9493,c1eac20,SUCCESS,56,Fixed LiveBeansView to not produce invalid JSON if last bean is not eligible,{}
9494,1af61ef,SUCCESS,55,Next development version,{}
9495,47395f6,SUCCESS,55,Dropped explicit paragraph on web.xml version declaration,{}
9496,8570f60,SUCCESS,54,Fixed regression with fallback for non-resolvable property type,{}
9497,786e217,SUCCESS,55,Minor polishing after previous polish step ;-),{}
9498,63e0231,SUCCESS,54,Polish Hibernate support and tests,{}
9499,5f8275a,SUCCESS,54,Merge pull request #453 from kryger/master,{}
9500,1e303ac,SUCCESS,55,Polishing,{}
9501,14d3525,SUCCESS,55,"Minor corrections/typos to ""27. Cache Abstraction"" docs section",{}
9502,c5f908b,SUCCESS,55,Consistent use of headersExtractor() template method,{}
9503,c719c70,SUCCESS,55,Fixed 'globalJobListeners'/'globalTriggerListeners' to work with Quartz 2.0 & 2.1 as well,{}
9504,425e5a0,SUCCESS,55,Add RestTemplate constructor with custom converters,{}
9505,fcbd3b1,SUCCESS,55,Added test for inconsistency between read and write method,{}
9506,d004b63,SUCCESS,55,Fixed type resolution in case of inconsistencies between read and write method,{}
9507,500d0da,SUCCESS,56,Polishing,{}
9508,1b0ce20,SUCCESS,56,Consistent use of ${hibernate4Version} in build.gradle,{}
9509,bf97022,SUCCESS,61,Polishing,{}
9510,79e17db,SUCCESS,55,Introduced HibernateTemplate for Hibernate 4 as a migration helper,{}
9511,cc0a845,SUCCESS,54,Support Part/MultiPartFile arrays in ArgumentResolvers,{}
9512,7854277,SUCCESS,53,Introduce value attribute in @RestController,{}
9513,bb28d19,SUCCESS,55,Polishing,{}
9514,e0fd54b,SUCCESS,54,"Upgraded SLF4J, JOpt, JRuby, Commons Pool & Commons DBCP to latest versions",{}
9515,56b7d7a,SUCCESS,86,"Consistently declare @SuppressWarnings(""serial"") instead of dummy serialVersionUID",{}
9516,67e76e9,SUCCESS,55,Compatibility with JOpt 4.6,{}
9517,98e890a,SUCCESS,53,Consistently switched optional dependencies to scope 'optional',{}
9518,4b282a9,SUCCESS,62,Further reordering of dependencies,{}
9519,9154871,SUCCESS,60,Raised all dependencies to latest possible maintenance releases; introduced additional library version variables; consistently grouped dependency scopes,{}
9520,61b6d39,SUCCESS,103,Removed LocalDateToDateMidnightConverter pre-release since DateMidnight is deprecated as of Joda-Time 2.3; marked DateTimeToDateMidnightConverter as deprecated,{}
9521,c1ef552,SUCCESS,55,Polishing,{}
9522,eab69db,SUCCESS,54,Upgrade XStream to 1.4.6,{}
9523,31a74b0,SUCCESS,63,Clean up generics warnings in spring-oxm tests,{}
9524,5e7811a,SUCCESS,55,Polish Javadoc in XStreamMarshaller,{}
9525,d404473,SUCCESS,56,Introduce xstreamVersion constant in Gradle build,{}
9526,5331da6,SUCCESS,60,Polishing,{}
9527,21eb8db,SUCCESS,56,Polishing,{}
9528,defc1d3,SUCCESS,55,Drop Introspector.flushFromCaches calls completely,{}
9529,167329c,SUCCESS,55,Added test for SpringProperties setFlag method,{}
9530,2dcbf4d,SUCCESS,54,Merge pull request #445 from snicoll/commons-logging-doc,{}
9531,624f81a,SUCCESS,54,Improve 'switch off commons-logging' documentation,{}
9532,ab5f125,SUCCESS,56,Allow consolidating config in root context with Java,{}
9533,b6073d9,SUCCESS,55,Polishing,{}
9534,8543b91,SUCCESS,54,"Introduced SpringProperties class and optional ""spring.properties"" file",{}
9535,6151e6d,SUCCESS,55,Merge pull request #451 from hupfis/patch-1,{}
9536,eeae5fb,SUCCESS,55,Fixed regression with constructing TypeDescriptor from null Class,{}
9537,0013a43,SUCCESS,56,Fixed code example in JavaDoc,{}
9538,42db41e,SUCCESS,55,Polishing,{}
9539,86fc2dd,SUCCESS,54,Fixed regression in SpEL's constructor resolution,{}
9540,8faf01f,SUCCESS,56,"Fix ""coercion"" spelling mistakes in Javadoc",{}
9541,9c3a972,SUCCESS,54,Polishing,{}
9542,6793765,SUCCESS,55,"Factored out ""suppressGetenvAccess()"" method",{}
9543,8d304ef,SUCCESS,54,Preserve visitBeanDefinition stacktrace in BeanDefinitionStoreException,{}
9544,3310ab5,SUCCESS,54,Polishing,{}
9545,6a6a23f,SUCCESS,54,Avoid class loading during AspectJ expression evaluation,{}
9546,fb12e23,SUCCESS,55,Handle NoClassDefFoundError consistently for TELs,{}
9547,09251df,SUCCESS,55,Fix typo,{}
9548,a106e06,SUCCESS,55,Expose failing test in GenericMessagingTemplateTests,{}
9549,3ffc3d4,SUCCESS,55,Document use of Jetty's WebSocketServerFactory,{}
9550,3cb5828,SUCCESS,56,Suppress warnings in MappingJacksonMsgConvTests,{}
9551,227320d,SUCCESS,55,Suppress warnings in HibernateTransactionManagerTests,{}
9552,1c4530f,SUCCESS,54,Re-enable Undertow tests in WebSocketConfigurationIT,{}
9553,0e7b94f,SUCCESS,55,Add constructors to MessageHandlingException,{}
9554,74fe1ae,SUCCESS,54,Fix typo in documentation,{}
9555,8ee2a2d,SUCCESS,54,Remove unused constructor arg from UserDestinationMH,{}
9556,499c858,SUCCESS,54,Suppress resource/deprecation warnings in integration tests,{}
9557,8105011,SUCCESS,55,Delete unnecessary redeclaration of test methods,{}
9558,0db2f79,SUCCESS,54,Polish message method handling tests,{}
9559,db9b6fa,SUCCESS,55,Split tests for MethodMessageHandlers impl.,{}
9560,175aa86,SUCCESS,54,Merge pull request #447 from snicoll/SPR-11331,{}
9561,98174e1,SUCCESS,53,Improve documentation of matrix variables.,{}
9562,a599b57,SUCCESS,54,Revised RootBeanDefinition's externallyManaged* Sets to rely on postProcessingLock,{}
9563,e20c927,SUCCESS,54,Merge pull request #449 from sbrannen/SPR-6132,{}
9564,c0eafa9,SUCCESS,54,Introduce EJB-based transactional tests in the TCF,{}
9565,597ef09,SUCCESS,60,Suppress warnings and remove unused imports,{}
9566,845a6b0,SUCCESS,55,Remove serialVersionUIDs in spring-messaging Exc.,{}
9567,12c393e,SUCCESS,55,Switched 'order' attributes across namespaces to 'xsd:token',{}
9568,3969467,SUCCESS,55,Temporarily deactivated Undertow integration tests,{}
9569,59604b1,SUCCESS,54,Unwrap TypeVariables before calling .equals(),{}
9570,d03fb89,SUCCESS,54,Encode user names in user destanations,{}
9571,d96b91a,SUCCESS,54,Fix SerializableTypeWrapper equals() performance,{}
9572,ae06c3a,SUCCESS,54,Use DestinationUserNameProvider with @SendTo,{}
9573,e4ad2b3,SUCCESS,53,Add DestinationUserNameProvider interface,{}
9574,2cafe9d,SUCCESS,55,Polish,{}
9575,3514242,SUCCESS,54,SourceHttpMessageConverter's supports implementation needs to check for StAXSource,{}
9576,9cc86a3,SUCCESS,54,Fixed setDeliveryPersistent javadoc,{}
9577,4ae893e,SUCCESS,55,DefaultPersistenceUnitManager detects META-INF/orm.xml for scanned default unit,{}
9578,3370f8b,SUCCESS,55,Include ServletTEL in abstract base test classes,{}
9579,098d7c7,SUCCESS,55,Ensure all tests in spring-test are executed,{}
9580,4a569e6,SUCCESS,60,Introduce hibernate3Version constant in Gradle build,{}
9581,84310c8,SUCCESS,60,RemoteInvocation(Result) explicitly designed for JavaBean-style deserialization,{}
9582,eac4881,SUCCESS,54,Make RequestMappingHandlerMapping xml config easier,{}
9583,8edb7a1,SUCCESS,54,Revert previous impl for SPR-10163,{}
9584,17e492e,SUCCESS,55,Polish,{}
9585,7df2576,SUCCESS,54,Allow HttpHeaders return values for @MVC methods,{}
9586,b92e429,SUCCESS,55,Upgrade to jexcelapi 2.6.12 and fix test failures,{}
9587,709ac28,SUCCESS,63,Consider wildcard type without bounds as eligible for fallback match too,{}
9588,96d6963,SUCCESS,55,Deprecated AbstractJExcelView since JExcelAPI is an abandoned project,{}
9589,1aff833,SUCCESS,55,Polishing,{}
9590,8281b93,SUCCESS,54,General ExcelViewTests code update,{}
9591,a9ff140,SUCCESS,56,Roll back jexcelapi from 2.6.12 to 2.6.3,{}
9592,6bb6b6e,SUCCESS,61,Fix warnings in HeaderMethodArgumentResolver,{}
9593,5053fdc,FAIL,49,Resolve native header values with @Header,{}
9594,5e5add4,SUCCESS,55,Locale/ThemeChangeInterceptor alignment and javadoc polishing,{}
9595,cc81aae,SUCCESS,54,Consistent evaluation of empty theme names to default theme name,{}
9596,88730bd,SUCCESS,53,Added info-level logging for default unit detection,{}
9597,b4e48d6,SUCCESS,53,Fix issue in DefaultUserDestinationResolver,{}
9598,809a5f5,SUCCESS,55,Fix typo in reference,{}
9599,19859fd,SUCCESS,53,Add section on test STOMP/WebSocket applications,{}
9600,c376ee9,SUCCESS,55,Allow setting Cookie header,{}
9601,d1b1770,SUCCESS,55,"Exposing AspectJ 1.7.4 to users, only using AspectJ 1.8.0.M1 for ajc in our build",{}
9602,f15a5fe,SUCCESS,65,Fixed assert in setAspectJAdvisorFactory(),{}
9603,f0449c6,SUCCESS,53,Update org and repo info in gradle build config,{}
9604,e1cb96c,SUCCESS,55,Updated optional dependencies to most recent minor versions,{}
9605,9076c70,SUCCESS,74,Provide 'with implementationType' overloads,{}
9606,7e6dbc2,SUCCESS,54,Make TypeDescriptor more amenable to subclassing,{}
9607,e2feed4,SUCCESS,55,"Move ""handlers"" field to AbstractSubscribableChannel",{}
9608,4e933b4,SUCCESS,54,Polish log messages,{}
9609,6e30851,SUCCESS,55,Improve logging in TransactionalTEL,{}
9610,96b418c,SUCCESS,54,Make RequestMappingHandlerMapping xml config easier,{}
9611,c1f3da0,SUCCESS,54,Write prelude on successive SockJS streaming requests,{}
9612,6f5a7f6,SUCCESS,54,Polishing,{}
9613,4f45ad5,SUCCESS,54,Introduced customizeConnection callbacks for URLConnection used by exists() / contentLength() / lastModified(),{}
9614,6051ea8,SUCCESS,55,Polishing,{}
9615,838855b,SUCCESS,54,Fixed accidental use of JDK 1.7+ Integer/Long.compare methods,{}
9616,11bc9d0,SUCCESS,55,"Mentioned ""-parameters"" compiler flag in javadoc",{}
9617,05047d3,SUCCESS,54,Declared JDK 6 update 18 as minimum requirement,{}
9618,799c6a6,SUCCESS,54,Fixed version number in xsd comment,{}
9619,50dfa03,SUCCESS,54,Several ref doc fixes,{}
9620,e2c6e63,SUCCESS,54,Polishing,{}
9621,444b372,SUCCESS,55,Added tests for context initializers on DispatcherServlet,{}
9622,17cc63e,SUCCESS,55,checkNotModified needs to consider HEAD as well,{}
9623,a5f9b29,SUCCESS,55,Polishing,{}
9624,91881ff,SUCCESS,54,"Introduced ""globalInitializerClasses"" next to the existing ""contextInitializerClasses"", applying to FrameworkServlets as well",{}
9625,e670f4e,SUCCESS,55,Polishing,{}
9626,961f42b,SUCCESS,54,"Introduced ""spring.getenv.ignore"" system property for preventing System.getenv calls",{}
9627,ab15ed2,SUCCESS,54,ObjectUtils.isCompatibleWithThrowsClause supports varargs now,{}
9628,feb9d26,SUCCESS,55,Remove unused import in MockHttpServletRequestBuilderTests,{}
9629,76bb966,SUCCESS,53,Removed Commons Lang references,{}
9630,8da9e54,SUCCESS,54,Turned ArgumentsMatchKind and ArgumentsMatchInfo to package-visible,{}
9631,abff789,SUCCESS,55,Removed javadoc references to non-accessible subclasses,{}
9632,5d06bce,SUCCESS,53,"Fixed getTypeDifferenceWeight algorithm in ReflectionHelper, and removed unused argsRequiringConversion storage",{}
9633,5f21060,SUCCESS,53,Add UpgradeRequestStrategy for WildFly/Undertow,{}
9634,5ee89a3,SUCCESS,59,Polish explanation of the 'default' profile,{}
9635,bac9f43,SUCCESS,53,Fix typo in documentation,{}
9636,c904415,SUCCESS,55,Add explanation for the special 'default' profile,{}
9637,070c5c3,SUCCESS,54,Fixed a typo in RequestMappingHandlerMapping.java,{}
9638,ea0825c,SUCCESS,54,Trim tokenized strings in websocket namespace,{}
9639,2dfd69b,SUCCESS,54,Stop using deprecated junit.framework.Assert class,{}
9640,8b35c3f,SUCCESS,54,Recognize Content-Type as special header in MHSRB,{}
9641,26271fc,SUCCESS,55,Polishing,{}
9642,1865361,SUCCESS,55,CronTriggerFactoryBean allows 'calendarName' and 'description' to be specified,{}
9643,a5c3143,SUCCESS,54,Allow hook to associate user with WebSocket session,{}
9644,6265bc1,SUCCESS,55,Fall back on user in the Jetty UpgradeRequest,{}
9645,547646d,SUCCESS,54,Polishing,{}
9646,f7fc2cb,SUCCESS,53,Replaced reflection code with straight Servlet 3.0 setAsyncStarted call,{}
9647,cdd65a7,SUCCESS,55,Added compatibility note on WildFly 8,{}
9648,24d40fa,SUCCESS,56,Fixed resolveProxyTargetClass exception message,{}
9649,bd87ff7,SUCCESS,55,Removed TestGroup.LONG_RUNNING marker from Groovy and JRuby tests,{}
9650,6b0d887,SUCCESS,55,Add method for HTTP PATCH in MockMvcRequestBuilders,{}
9651,5068eb2,SUCCESS,55,Add minor optimization to AbstractErrors,{}
9652,9d928db,SUCCESS,54,Merge pull request #429 from VasylTretiakov/master,{}
9653,37c9b26,SUCCESS,54,Fix various documentation issues,{}
9654,9ed9110,SUCCESS,54,Merge pull request #434 from snicoll/ascidoc-liveupdate,{}
9655,54805bc,SUCCESS,54,Hard-wrap CONTRIBUTING-DOCUMENTATION at 90 chars,{}
9656,d2e5ec6,SUCCESS,53,"Improve the ""contributing documentation"" readme",{}
9657,2983e3c,SUCCESS,53,Merge pull request #435 from snicoll/SPR-11280,{}
9658,2afd9bc,SUCCESS,54,Removed reference to Cactus from documentation,{}
9659,cf6cf18,SUCCESS,54,Corrected CatchAllConverter ordering docs,{}
9660,4342497,SUCCESS,55,Add support for custom message converters,{}
9661,1fa4d91,SUCCESS,59,Upgrade to Tomcat 8 RC10 and remove unused repos,{}
9662,f37d030,SUCCESS,63,Merge pull request #432 from kryger/master,{}
9663,f3a0844,SUCCESS,55,Removed extraneous character from the online documentation,{}
9664,a30cf30,SUCCESS,54,Remove unused imports in tests,{}
9665,27ab933,SUCCESS,54,Suppress deprecation warning for MHSR.setStatus(),{}
9666,5d3484c,SUCCESS,56,Upgraded Tiles2 TilesContainer to Tiles 2.2.2 (following the Spring 4.0 baseline),{}
9667,24030a3,SUCCESS,65,Added deprecation log message and javadoc note for Quartz 1.x support,{}
9668,b228a06,SUCCESS,54,"Consistent support for setStartTime in CronTrigger(Factory)Bean and SimpleTrigger(Factory)Bean, and consistent declaration of varargs in scheduling.quartz package",{}
9669,38a8ace,SUCCESS,54,"Full Quartz 2.2 support, including LocalDataSourceJobStore",{}
9670,ee2022e,SUCCESS,55,Polishing,{}
9671,a0ccd65,SUCCESS,54,Consistent build dependencies,{}
9672,675b650,SUCCESS,56,Polishing,{}
9673,5661d38,SUCCESS,55,Fixed Jackson2ObjectMapperFactoryBean class name in javadoc examples,{}
9674,11b3fe2,SUCCESS,53,"Added setModulesToInstall with convenient Class vararg, renamed setFindModules to setFindModulesViaServiceLoader, made existing setModules override any other setting",{}
9675,a2d40f3,SUCCESS,54,Polishing,{}
9676,0de307b,SUCCESS,53,Consistent equals/hashCode/toString implementations in AnnotationMatchingPointcut/ClassFilter/MethodMatcher,{}
9677,26f1e05,SUCCESS,54,Upgrade to CGLIB 3.1 and Objenesis 2.1,{}
9678,3948727,SUCCESS,64,Polishing,{}
9679,de280b0,SUCCESS,54,Support custom PathMatcher for MappedInterceptor's,{}
9680,abb8a93,SUCCESS,53,Drop separate user dest property for subscriptions,{}
9681,d0556e6,SUCCESS,54,Log stack trace on failure to send message to client,{}
9682,b9c8f47,SUCCESS,55,Use OptionalValidatorFactoryBean in Configurers,{}
9683,3bed6cf,SUCCESS,56,"Activated through rename to *Tests, and added method call interaction tests",{}
9684,640d8cb,SUCCESS,53,Consistent implementation of AsyncListenableTaskExecutor,{}
9685,6a5a3c9,SUCCESS,54,Introduced OptionalValidatorFactoryBean for scenarios where the JSR-303 API is present but no Bean Validation Provider is available (used by the MVC namespace),{}
9686,ff26dfd,SUCCESS,55,Added cache for path pattern tokenization,{}
9687,240819f,SUCCESS,54,"Introduced ""spring.beaninfo.ignore"" system property for optimized Introspector usage",{}
9688,8d1e55d,SUCCESS,55,Avoid hard reference to LocalValidatorFactoryBean in <mvc:annotation-driven> parser,{}
9689,6aabb5f,SUCCESS,55,Support varargs for DomUtils.getChildElementsByTagName,{}
9690,15d7d6d,SUCCESS,54,Fix Validator initialization with a no-op implementation,{}
9691,2c8f670,SUCCESS,55,Support Validation in @MessageMapping annotated methods,{}
9692,1c83e86,SUCCESS,55,Switch to Jackson 2 in unit tests,{}
9693,ef13dbf,SUCCESS,55,Handle bad STOMP messages in StompSubProtocolHandler,{}
9694,1f49f99,SUCCESS,54,Fix issue with use of SecureRandom for id generation,{}
9695,3b14e97,SUCCESS,54,Remove unnecessary copying of headers in GenericMessage,{}
9696,12fe917,SUCCESS,54,Make ObjectMapper configurable in spring-messaging,{}
9697,82ea9ec,SUCCESS,54,Refined logging to include target class for each transactional method name,{}
9698,f0d2151,SUCCESS,53,Polishing,{}
9699,5e00113,SUCCESS,54,Added extensive default converters for JSR-310 value types,{}
9700,4890988,SUCCESS,55,Added support for the Java 8 style 'from'/'to' method conventions,{}
9701,73d8f06,SUCCESS,55,EhCacheFactoryBean does not call set(Sampled)StatisticsEnabled on EhCache 2.7/2.8,{}
9702,0657136,SUCCESS,54,Support for Jackson's findModules and autodetection of JSR-310 and Joda-Time support,{}
9703,8592180,SUCCESS,54,MappingJackson2(Http)MessageConverter logs warnings after canRead/canWrite checks,{}
9704,7f5d6ea,SUCCESS,65,Fixed NavigableSet/NavigableMap detection in createCollection/createMap,{}
9705,4e5e700,SUCCESS,55,Add client login/passcode to broker relay,{}
9706,0a12f28,SUCCESS,54,Introduce StompReactorNettyTcpClient,{}
9707,2e4f38f,SUCCESS,54,Introduce AbstractMockMvcBuilder class,{}
9708,e3017c3,SUCCESS,54,ResourceDatabasePopulator's setScripts takes varargs,{}
9709,d032c20,SUCCESS,54,Polishing,{}
9710,b4d6e27,SUCCESS,54,Upgraded embedded Derby support to 10.6+ and build to 10.10,{}
9711,9a39f39,SUCCESS,68,Polishing,{}
9712,ee5b7fd,SUCCESS,55,Revised XMLEventStreamWriter to allow for empty elements with attributes,{}
9713,710fdc7,SUCCESS,53,Polish Javadoc for Groovy bean support classes,{}
9714,f9e8eb5,SUCCESS,56,Fixed hasUnresolvableGenerics() to return false in case of an unresolvable bounded variable as well,{}
9715,bc3064c,SUCCESS,55,Polishing,{}
9716,a884cde,SUCCESS,55,Upgraded to JCache 1.0 RC1,{}
9717,b146074,SUCCESS,62,InjectionMetadata caching per bean name needs to refresh when bean class changes,{}
9718,2faf008,SUCCESS,54,Polishing,{}
9719,11fb12b,SUCCESS,53,Fixed AbstractMessageConverterMethodArgumentResolver's type variable resolution,{}
9720,bfba53f,SUCCESS,55,Fixed handling of primitive vararg array in CacheOperationContext,{}
9721,cb682cd,SUCCESS,54,Revised BeanInfoFactory javadoc,{}
9722,aa2fadd,SUCCESS,54,Revised ResolvableType's handling of (self-referential) type variables,{}
9723,260bbe3,SUCCESS,55,"Fixed accidental use of Java 8 getParameterCount(), plus polishing of related classes",{}
9724,234272e,SUCCESS,54,Polishing,{}
9725,67abeb4,SUCCESS,54,SpEL performs String->String type conversion even within concatenated String,{}
9726,63d300a,SUCCESS,54,Polishing,{}
9727,1d47fc6,SUCCESS,56,Consistent non-declaration of serialVersionUID,{}
9728,994efe4,SUCCESS,55,Prevented potential infinite recursion in hashCode/equals,{}
9729,6183683,SUCCESS,55,Fixed  typos,{}
9730,74c679e,SUCCESS,54,Polishing,{}
9731,479d073,SUCCESS,55,Adapted orm.hibernate4 and HibernateJpaVendorAdapter to avoid deprecation warnings on Hibernate 4.3 final,{}
9732,ff92f5a,SUCCESS,55,Fix typo,{}
9733,2a3ca61,SUCCESS,54,Polishing,{}
9734,23546b1,SUCCESS,55,Moved AnnotationBeanNameGenerator's String value check right before cast,{}
9735,078d2fe,SUCCESS,54,Added current version information to SpringAsmInfo's javadoc,{}
9736,105e176,SUCCESS,55,Fixed @Bean meta-annotation detection when using ASM,{}
9737,61a3d04,SUCCESS,53,Set scoped proxy role to same role as target definition,{}
9738,e2f85fc,SUCCESS,54,Defensively detect non-empty String fields in @Scheduled,{}
9739,b6970d3,SUCCESS,54,Removed obsolete JBoss 5.x support code from JBossLoadTimeWeaver,{}
9740,8a3b4c6,SUCCESS,55,Fixed primitive type assignability in BeanUtils.copyProperties,{}
9741,9eb58b9,SUCCESS,54,Polish Javadoc for ScopedProxyMode,{}
9742,1c04dcb,SUCCESS,54,Update readme.txt with current links,{}
9743,0b6bd46,SUCCESS,55,Polish reference manual,{}
9744,f199d51,SUCCESS,55,Polish reference manual,{}
9745,569fbc9,SUCCESS,54,Next development version,{}
9746,421292a,SUCCESS,53,Final documentation polish before 4.0,{}
9747,e637418,SUCCESS,54,Update stomp/websocket documentation,{}
9748,f368639,SUCCESS,54,Update STOMP/WebSocket documentation,{}
9749,50b8a53,SUCCESS,56,What's New overhaul,{}
9750,ca19426,SUCCESS,55,Removed support for JBoss AS 5's VFS variant (since we require JBoss AS 6+ now),{}
9751,21f680c,SUCCESS,53,Deprecated DefaultKeyGenerator,{}
9752,6ee7250,SUCCESS,54,Document meta-annotation support in the TCF,{}
9753,341854f,SUCCESS,54,Revised wording around “new in 3.2”,{}
9754,48ecf0a,SUCCESS,55,Do not format TestContext unless referring to class,{}
9755,a9a20e2,SUCCESS,53,changed Sun references and links to Oracle,{}
9756,a83fb13,SUCCESS,54,Add Testing Improvements section to reference manual,{}
9757,a3a4344,SUCCESS,54,Polishing,{}
9758,b085ec9,SUCCESS,55,Replace references to VMware with Pivotal,{}
9759,aa6e6c1,SUCCESS,56,Polishing,{}
9760,106a973,SUCCESS,54,Prevent early FactoryBean creation for type checking purposes when coming from a factory method on yet another bean (e.g. from a configuration class),{}
9761,b124066,SUCCESS,55,Add What's new in 4.0 to reference documentation,{}
9762,309fe9c,SUCCESS,54,Document MVC concepts introduced in Spring 4.0,{}
9763,01a78bb,SUCCESS,55,Add WebSocket reference documentation,{}
9764,0a52c86,SUCCESS,55,Clean MVC reference documentation,{}
9765,d6b4d92,SUCCESS,55,Clean reference docs and prepare for Spring 4,{}
