id,commit,build,exec_time,comment,fix
1237,33cd160,FAIL,0,"Upgrade to Reactor Bismuth SR7, Hibernate ORM 5.2.14, Common Annotations 1.3.2",{}
1238,9962df6,FAIL,0,Polishing,{}
1239,95aad9c,FAIL,0,Interrupt listener invoker threads on shutdown (after initial wait step),{}
1240,d1ccecd,FAIL,0,Polish: to get rid unnecessary array creation,{}
1241,bf0308b,FAIL,0,Merge pull request #1706 from mariusz-jasinski/SPR-16519,{}
1242,356ef51,FAIL,0,Polish,{}
1243,184ed6d,FAIL,0,Overloaded acknowledge method with StompHeaders,{}
1244,7bce04c,FAIL,0,Polish: combine catches block with same body,{}
1245,f835f7b,FAIL,0,Switch to Bismuth snapshots,{}
1246,e12fcca,FAIL,0,Fix failing test,{}
1247,e0e90ed,FAIL,0,SSE writer respects charset in MediaType,{}
1248,6663d0f,FAIL,0,Support for ResolvableType.getType().getTypeName() on Java 8,{}
1249,c2d5ca9,FAIL,0,Proper nullable return declaration for AbstractValueAdaptingCache.lookup,{}
1250,7d89de0,FAIL,0,Enforce GMT timezone for testBindInstantFromJavaUtilDate,{}
1251,15c97b7,FAIL,1,Revised URI building in http.server (consistently use raw attributes),{}
1252,c6f5acf,FAIL,0,Upgrade Dokka to 0.9.16,{}
1253,2a379e0,FAIL,0,Polishing,{}
1254,8a56cd0,FAIL,0,Revised URI building in http.server (avoid package cycle with web.util),{}
1255,b202205,FAIL,0,Polish: String.valueOf() should not be appended to a String,{}
1256,49fd724,FAIL,0,Polish: String function use should be optimized for single characters,{}
1257,9c55dd5,FAIL,0,Additional shortcut with charset in WebSocketMessage,{}
1258,d3eff49,FAIL,0,Fix typos in webmvc documentation,{}
1259,3732032,FAIL,0,Customizable PreparedStatementCreator in NamedParameterJdbcTemplate,{}
1260,0ef9568,FAIL,0,Upgrade to OkHttp 3.10 (as well as RxJava 2.1.10 and Caffeine 2.6.2),{}
1261,9e55422,FAIL,0,Polishing,{}
1262,01d9475,FAIL,0,Turn registered controller classes into controller instances on the fly,{}
1263,85984f3,FAIL,0,Mark Castor tests as deprecated,{}
1264,c782075,FAIL,0,"Polish: Array designators ""[]"" should be on the type, not the variable",{}
1265,7f58d9e,FAIL,0,Efficiently merge bean name result with parent result (possibly empty),{}
1266,3531c10,FAIL,1,Prefer Collections.addAll call with array over Set.addAll(Arrays.asList),{}
1267,67a91cf,FAIL,0,Polish: redundant pairs of parentheses should be removed,{}
1268,eeecbae,FAIL,1,Gson/JsonbHttpMessageConverter keeps output stream open (for SseEmitter),{}
1269,578c078,FAIL,0,Polishing,{}
1270,0f74052,FAIL,0,Deprecated StringUtils.mergeStringArrays,{}
1271,1278459,FAIL,0,ReactorHttpHandlerAdapter logs bad request at warn level only,{}
1272,3d64838,FAIL,0,Upgrade to Netty 4.1.22,{}
1273,0939492,FAIL,0,Upgrade to Apache Johnzon 1.1.6,{}
1274,a5cbf5f,FAIL,0,Consistent use of Collection.toArray with zero-sized array argument,{}
1275,1ab3f88,FAIL,0,Fix typo,{}
1276,bb8cddd,FAIL,1,Assert instances (vs classes) in MockMvc/WebTestClient,{}
1277,3bfa56d,FAIL,0,Polish,{}
1278,6959e66,FAIL,1,JsonEOFException is wrapped as DecodingError,{}
1279,a6d527e,FAIL,0,Call onAllDataRead when read() returns -1,{}
1280,1aaefbd,FAIL,0,Next Development Version,{}
1281,f316f6a,FAIL,0,Remove unnecessary assertions from annotation resolution code paths,{}
1282,3ba8582,FAIL,0,Upgrade to RxJava 1.3.6,{}
1283,0de36d2,FAIL,0,Consistent HttpMethod identity comparisons,{}
1284,d1e9161,FAIL,0,Merge pull request #1691 from theHacker:patch-1,{}
1285,37f19a4,FAIL,0,Polish Javadoc,{}
1286,1ea233a,FAIL,0,Upgrade to Reactor Bismuth SR6,{}
1287,d7cab23,FAIL,0,Consistent use of StringUtils.toStringArray,{}
1288,c198138,FAIL,0,Polish URI encoding section,{}
1289,2b4250e,FAIL,0,[doc] WebFlux has coverage of URI links,{}
1290,9c679fc,FAIL,0,Fix intdentation,{}
1291,ac495d7,FAIL,0,Polish ForwardedHeaderFilter and related code,{}
1292,c9d08bf,FAIL,0,DefaultListableBeanFactory only calls getPriority for non-null instance,{}
1293,6920a1f,FAIL,0,ForwardedHeaderFilter handles query+fragment correctly,{}
1294,dcf5c64,FAIL,0,Use correct X509 certificate attribute name,{}
1295,1513e7b,FAIL,0,Polishing,{}
1296,8d3264f,FAIL,0,"Prefer List.sort(Comparator) over Collections.sort(List, Comparator)",{}
1297,b35274f,FAIL,0,WebSocket callbacks need to remain inner classes (retaining generics),{}
1298,d5b0df8,FAIL,0,"Polish codacy warning: fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",{}
1299,2be4985,FAIL,0,"Polish: anonymous inner classes containing only one method should become lambdas, use getOrDefault instead of ternary operator",{}
1300,aa4bced,FAIL,0,Up-to-date and expanded coverage on preparing URIs,{}
1301,9801afb,FAIL,0,Fix compile error,{}
1302,4db0d99,FAIL,0,Polish UriBuilderFactory and implementation,{}
1303,3d20db1,FAIL,0,"Polish UriUtils, UriComponents",{}
1304,394c30e,FAIL,0,Update to Bismuth snapshots,{}
1305,cd8a1bd,FAIL,0,AcceptHeaderLocaleContextResolver leniently handles invalid header value,{}
1306,067ad4c,FAIL,0,Update Kotlin reference documentation,{}
1307,52dfc4e,FAIL,0,Align spring-webflux's Webjars Locator dependency with spring-webmvc,{}
1308,3367df8,FAIL,1,Suggest use of OkHttp MockWebServer,{}
1309,7baf33f,FAIL,0,Avoid multiple warnings related to jackson-module-kotlin,{}
1310,1aeae5d,FAIL,0,Fix compiler error,{}
1311,0ead050,FAIL,0,AbstractJackson2Encoder uses private fields,{}
1312,6d75732,FAIL,0,FormTag skips rendering of hidden fields in case of empty Map,{}
1313,de7ff55,FAIL,0,Polishing,{}
1314,24adc7d,FAIL,0,Delete unused imports,{}
1315,95f7180,FAIL,0,Explicit documentation notes on transacted sessions vs AUTO_ACKNOWLEDGE,{}
1316,3b810f3,FAIL,0,Consistent Class array vs vararg declarations (and related polishing),{}
1317,46cbdff,FAIL,0,Consistent ControllerAdvice applicability against user-declared class,{}
1318,766e602,FAIL,0,Defensively handle DatabaseMetaData.getConnection() returning null,{}
1319,7826567,FAIL,0,Polish: lamdbas containing only one statement should not nest this statement in a block,{}
1320,99662bc,FAIL,0,Polishing,{}
1321,45e520e,FAIL,0,"Polish: remove unused private fields, remove empty operator",{}
1322,1908080,FAIL,1,Test for disconnected client detection,{}
1323,8c37ad7,FAIL,0,Startup/shutdown log messages for AbstractHttpServer,{}
1324,37609e4,FAIL,0,Object/FieldError exposes source object through unwrap/contains methods,{}
1325,6bbc5b0,FAIL,0,Merge pull request #1681 from olivergierke-patch-1,{}
1326,30316b1,FAIL,0,Add explicit anchor to discussion about constructor VS. setter injection,{}
1327,0c78c9c,FAIL,1,Refined javadoc and exception messages,{}
1328,d3cee45,FAIL,0,Polishing,{}
1329,c11a963,FAIL,0,Remove dependency on apiguardian-api in spring-test,{}
1330,02fb5a4,FAIL,0,Use effectively final local variable in lambda expression,{}
1331,c9aede3,FAIL,0,Upgrade to Tomcat 8.5.28 (and Selenium HtmlUnit Driver 2.29.2),{}
1332,659f13b,FAIL,0,Avoid creating message arguments to Assert.isABC calls,{}
1333,b449928,FAIL,0,Avoid unused arguments for internal delegates,{}
1334,0585fb3,FAIL,0,Polish,{}
1335,4ee09c8,FAIL,0,Fix regression in MappingJackson2MessageConverter,{}
1336,3c631f8,FAIL,0,SubProtocolWebSocketHandler closes sessions outside of lifecycle monitor,{}
1337,a5a069c,FAIL,0,Upgrade to JavaMail 1.6.1,{}
1338,7309595,FAIL,0,Refine logging in ExchangeFunctions,{}
1339,b089ded,FAIL,0,Polishing,{}
1340,d5cabca,FAIL,0,Internal adaptation to Deque semantics,{}
1341,e7076ad,FAIL,0,Merge pull request #1676 from fabriziocucci:patch-1,{}
1342,13f942fa,FAIL,0,Fix indentation in doc,{}
1343,8c623c8,FAIL,0,Supports ConversionService on SingleColumnRowMapper Issue: SPR-16483,{}
1344,711b0f5,FAIL,0,"Polish: replace the synchronized class ""Stack"" by an unsynchronized one such as ""Deque"".",{}
1345,3cbb2b7,FAIL,0,Upgrade to Hibernate ORM 5.1.12 (for integration tests),{}
1346,d00e1c5,FAIL,0,Polishing,{}
1347,b5bd977,FAIL,0,Revised assertion refactoring in AbstractExpressionTests,{}
1348,9196550,FAIL,0,Upgrade to TestNG 6.14.2 and Selenium 3.9.1,{}
1349,55ee250,FAIL,1,Object/FieldError stores source object as transient (not serialized),{}
1350,0ee505b,FAIL,0,"Polish: assertion arguments should be passed in the correct order, use assertNull instead of assertEquals(null, value), declare delta as double value in assertEquals",{}
1351,39201ad,FAIL,0,Consistent handling of InterruptedException,{}
1352,6ea0af3,FAIL,0,Polish: Lambdas should be replaced with method references,{}
1353,d3a1d44,FAIL,0,Polish: Maps with keys that are enum values should be replaced with EnumMap,{}
1354,9a6fbf5,FAIL,1,Polish: follow name convention - make immutable fields final,{}
1355,9bb7fcd,FAIL,0,Object/FieldError provides access to source object (exception/violation),{}
1356,e873b18,FAIL,0,ResolvableType.forClassWithGenerics retains original TypeVariables,{}
1357,a639535,FAIL,0,Upgrade to Netty 4.1.21,{}
1358,c8b860c,FAIL,0,Streamlined BeanFactory access within DefaultLifecycleProcessor,{}
1359,fc93f99,FAIL,1,Relaxed procedure existence check on Oracle (for non-exposed synonyms),{}
1360,8222698,FAIL,0,Merge pull request #1569 from lonre:patch-1,{}
1361,b8c6734,FAIL,0,Fix typo,{}
1362,991eb48,FAIL,0,Update copyright header,{}
1363,0d757bf,FAIL,0,Merge pull request #1671 from igor-suhorukov:master,{}
1364,c0b4b57,FAIL,0,"Change this ""try"" to a try-with-resources",{}
1365,909cace,FAIL,1,Merge pull request #1670 from igor-suhorukov,{}
1366,e381514,FAIL,0,Collection.isEmpty() should be used to test for emptiness,{}
1367,7da40ab,FAIL,0,Merge pull request #1669 from igor-suhorukov,{}
1368,4c888d0,FAIL,0,Polish,{}
1369,fb61af1,FAIL,0,"Allow ""release on close"" for DataBuffer.asInputStream",{}
1370,4318710,FAIL,0,Upgrade to Hibernate 5.2.13,{}
1371,285b01f,FAIL,0,Test with all-negated profile condition,{}
1372,ac7a699,FAIL,0,NamedParameterUtils.isParameterSeparator checks for non-ASCII characters,{}
1373,5c0ddf3,FAIL,1,Polishing,{}
1374,1b98d09,FAIL,0,Fix copy+paste error,{}
1375,9551b3a,FAIL,0,Eliminate sub-sections in Spring MVC test chapter,{}
1376,efdfe9a,FAIL,0,Minor Javadoc update,{}
1377,1653a32,FAIL,0,Stabilize Flux.interval emissions in integration tests,{}
1378,41a4bde,FAIL,0,Upgrade to Kotlin 1.2.21,{}
1379,5c813a3,FAIL,0,Consistent use of @throws instead of @exception,{}
1380,0ac117f,FAIL,1,Explicit notes on isolation level handling in participating transactions,{}
1381,817a836,FAIL,1,Consistent object type exposure for JSON rendering (workaround for Gson),{}
1382,31b25b5,FAIL,0,Make WebFlux Jackson refdoc section relevant for Smile,{}
1383,196f3f8,FAIL,0,Improve WebFlux exception logging,{}
1384,fdde9de,FAIL,0,Merge pull request #1606 from kamilszymanski:arraycopy,{}
1385,6111724,FAIL,0,Replace manual array copy with native method call,{}
1386,f20eacd,FAIL,0,Polish,{}
1387,0cd427b,FAIL,1,MockHttpServletRequestBuilder decodes pathInfo,{}
1388,609f173,FAIL,0,StringDecoder shouldn't chop off strings randomly,{}
1389,cfe7ff1,FAIL,0,MimeType.compareTo uses case-insensitive Charset (analogous to equals),{}
1390,4dc9645,FAIL,0,AcceptHeaderLocaleResolver falls back to language-only match among its supported locales,{}
1391,c5a33d6,FAIL,0,TypeVariablesVariableResolver compares variables by full equality again,{}
1392,30f6e44,FAIL,0,TypeVariablesVariableResolver compares variables by name,{}
1393,b3e21ec,FAIL,0,MockHttpServletRequest leniently handles invalid Accept-Language header,{}
1394,7f96827,FAIL,0,Polishing,{}
1395,4a1cc9c,FAIL,0,Constructor-provided field values get recorded for failed binding result,{}
1396,9c069f6,FAIL,0,Avoid String concatenation for not-null assertion in BeanProperty/DirectFieldBindingResult,{}
1397,b6ecfcf,FAIL,0,CachingConnectionFactory makes its Session caching inactive during reset,{}
1398,10caaef,FAIL,0,Merge pull request #1657 from izeye:polish-20180201,{}
1399,df3241e,FAIL,0,Polish SqlParameter.sqlTypesToAnonymousParameterList(),{}
1400,f0dd31a,FAIL,0,Merge pull request #1656 from adamlehenbauer:master,{}
1401,8de80ff,FAIL,0,Fix typos,{}
1402,0ded239,FAIL,0,[doc] Update Spring MVC exception handling content,{}
1403,d9a93f4,FAIL,0,[doc] Update links to composed annotations,{}
1404,b6c7845,FAIL,0,Update and improve script templating documentation,{}
1405,b77032c,FAIL,0,[doc] Explain custom/composed @RequestMapping annotations,{}
1406,b2681e1,FAIL,0,Add ViewResolverRegistry#scriptTemplate in WebFlux,{}
1407,c7f60d1,FAIL,0,SchedulerFactoryBean always ignores local factory settings in case of an external SchedulerFactory instance (expecting it to be fully initialized),{}
1408,6d909b0,FAIL,0,Do not commit response on access to content,{}
1409,cd57335,FAIL,0,SchedulerFactoryBean ignores local factory settings in case of external SchedulerFactory instance (unless it extends from StdSchedulerFactory),{}
1410,d02e4fb,FAIL,0,Add Vary:Access-Control-Request-Method/Headers CORS headers,{}
1411,857a5b0,FAIL,0,SchedulerFactoryBean accepts external Quartz SchedulerFactory instance,{}
1412,f4de861,FAIL,0,Fix encoding issue in ServerHttpRequest.mutate(),{}
1413,637e09f,FAIL,0,Polishing,{}
1414,ef2e169,FAIL,0,Formatting support for java.time.Year and java.time.Month,{}
1415,89d2bd9,FAIL,1,Properly analyze Java 9 class cast messages for lambda event listeners,{}
1416,4f28c28,FAIL,0,Update Javadoc on uriTemplateHandler property,{}
1417,5ff7249,FAIL,0,[docs] View Technologies section in WebFlux,{}
1418,49eec62,FAIL,1,[docs] Reorder View Technologies,{}
1419,e76973c,FAIL,0,[docs] Update view-related content,{}
1420,8d42888,FAIL,0,Upgrade to RxJava 1.3.5 and WebJars Locator 0.35,{}
1421,7772b91,FAIL,0,Deep BeanCurrentlyInCreationException check in getTypeForFactoryBean,{}
1422,32f6cce,FAIL,1,Add WebFlux support for Smile streaming,{}
1423,e1fa65a,FAIL,0,Notes about HibernateJpaVendorAdapter settings vs native Hibernate rules,{}
1424,4e194c3,FAIL,0,Deprecate outdated HibernateTemplate operations in favor of lambdas,{}
1425,c718ddf,FAIL,0,Update CONTRIBUTING.md,{}
1426,0762131,FAIL,0,Update CONTRIBUTING.md,{}
1427,00b95b1,FAIL,0,Docs: result handling and view resolution,{}
1428,fbde97f,FAIL,0,Default order 0 for ServerResponseResultHandler,{}
1429,b612f53,FAIL,0,Rename doesExist() to exists() for header assertions,{}
1430,0e734d8,FAIL,0,"@EnableAspectJAutoProxy: per application context, requires aspectjweaver",{}
1431,37ab8a7,FAIL,0,"Doc: no ""useCodeAsDefaultMessage"" for setValidationMessageSource",{}
1432,e49198d,FAIL,0,Polishing,{}
1433,13c7354,FAIL,0,@Scheduled supports java.time.Duration format for its delay attributes,{}
1434,ef3f93e,FAIL,0,Language tag parsing support in StringUtils and StringToLocaleConverter,{}
1435,c6b0d85,FAIL,0,Consistent available() support in DelegatingServletInputStream,{}
1436,a0c9fdb,FAIL,0,Fix `DelegatingServletInputStream#available`,{}
1437,165ca12,FAIL,0,Add doesExist() to HeaderAssertions for WebTestClient,{}
1438,4314940,FAIL,0,Polishing,{}
1439,cf100d4,FAIL,0,AbstractClientSockJsSession.close propagates IOException from disconnect,{}
1440,8e2be91,FAIL,0,Fine-tuned logging of WebSocket close exceptions,{}
1441,9ef0465,FAIL,0,Upgrade to Jackson 2.9.4 and RxJava 2.1.9,{}
1442,b948e7c,FAIL,1,Polish,{}
1443,84cc7ff,FAIL,0,Fix test failure,{}
1444,5d25ca2,FAIL,0,Merge pull request #1649 from neonailol/header-does-exist-matcher,{}
1445,49f1aa7,FAIL,0,Polish,{}
1446,81ca1f7,FAIL,0,Add doesExist assertion method to HeaderResultMatchers,{}
1447,cf812ba,FAIL,0,Reference docs: improve async request content,{}
1448,0e6f8df,FAIL,0,ServletServerHttpRequest.getURI() ignores malformed query string,{}
1449,6db1b69,FAIL,1,Merge pull request #1650 from izeye:polish-20180124,{}
1450,42a2081,FAIL,0,"Polish ""Remove an unnecessary intermediate variable""",{}
1451,826db88,FAIL,0,Remove an unnecessary intermediate variable,{}
1452,1af0524,FAIL,0,Document @Bean nullable parameters optional bean injection,{}
1453,97894a1,FAIL,0,Improve logging dependencies for tests,{}
1454,14fa2b1,FAIL,0,Next Development Version,{}
1455,4b861ae,FAIL,0,Reference docs: update async request content,{}
1456,aee8a9c,FAIL,0,Upgrade to Bismuth-SR5,{}
1457,91e6274,FAIL,0,Upgrade to Apache HttpClient 4.5.5 and Tomcat 8.5.27,{}
1458,61579ff,FAIL,0,Polishing,{}
1459,b474916,FAIL,0,Support array of scalar values in Jackson2Tokenizer,{}
1460,9d0e62e,FAIL,0,Javadoc format and related polishing,{}
1461,3dd6c19,FAIL,0,Upgrade to Netty 4.1.20,{}
1462,0befc60,FAIL,0,Renamed DataBufferUtils/DataBufferFactory.compose to join,{}
1463,3f3141c,FAIL,0,Add additional test for SPR-16210,{}
1464,646fcc5,FAIL,0,Support Custom Headers for Multipart Async Data,{}
1465,b2ce98e,FAIL,0,Upgrade to CGLIB 3.2.6,{}
1466,395c9bd,FAIL,0,Consistently call HttpURLConnection.setFixedLengthStreamingMode(long),{}
1467,142f1ab,FAIL,0,Removed unnecessary cast to int,{}
1468,0ca4cd1,FAIL,0,Merge pull request #1647 from izeye:polish-20180120,{}
1469,36d42bc,FAIL,0,Polish InterceptorRegistration,{}
1470,283811b,FAIL,0,Ensure filename is written,{}
1471,aea6bb6,FAIL,0,Update STOMP docs on using dot as separator,{}
1472,0fb31c5,FAIL,0,"Refine ""."" separator support for STOMP messaging",{}
1473,17f9b61,FAIL,0,Polish MessageBrokerConfigurationTests,{}
1474,afd248d,FAIL,0,MultipartHttpMessageWriter consumes source once only,{}
1475,572c668,FAIL,0,Polishing,{}
1476,5520e73,FAIL,1,DataBufferUtils.read should not take input stream/channel as parameter,{}
1477,09f1f72,FAIL,0,Remove explicit subscribe in MultipartHttpMessageWriter,{}
1478,40127bd,FAIL,1,Polishing,{}
1479,4c74148,FAIL,0,ResolvableType returns clone for cached state with original local source,{}
1480,357fb48,FAIL,0,Update docs on stomp.js library,{}
1481,513461d,FAIL,0,Update STOMP overview,{}
1482,c53c8bf,FAIL,0,Set 304 status on ServerResponse when ETag/LastModified match,{}
1483,c211e39,FAIL,0,Polishing,{}
1484,61d330f,FAIL,0,Javadoc,{}
1485,ea5f8f5,FAIL,0,Consistently handle NoClassDefFoundError in BeanUtils and related places,{}
1486,0c28928,FAIL,0,Separate from expectations from response creation,{}
1487,7ab4d0c,FAIL,0,Polish MockRestServiceServer code,{}
1488,2145766,FAIL,0,Proper NoClassDefFoundError check against BeanUtils.instantiateClass,{}
1489,32b4279,FAIL,0,Upgrade to Kotlin 1.2.20 (and Undertow 1.4.22),{}
1490,817254f,FAIL,0,Merge pull request #1646 from JanStureNielsen:patch-2,{}
1491,fed81c6,FAIL,0,Fix doc typo,{}
1492,dfe4e01,FAIL,0,Merge pull request #1645 from JanStureNielsen:patch-1,{}
1493,df9761c,FAIL,0,Fix doc typo,{}
1494,12baafd,FAIL,0,WebFlux docs: security + consistent order for WebFlux config,{}
1495,1148b61,FAIL,0,WebMVC Docs: remove old code-by-convention content,{}
1496,bb7152d,FAIL,1,WebFlux docs: matrix variables,{}
1497,61fc321,FAIL,0,WebFlux docs: Request|ResponseBody + Http|ResponseEntity,{}
1498,4f2e54f,FAIL,0,Document multipart data support for WebFlux,{}
1499,b97fa4a,FAIL,0,Update docs on multipart requests + table of parameters,{}
1500,65a167f,FAIL,0,JmsListenerAnnotationBeanPostProcessor properly deals with nested proxies,{}
1501,0270808,FAIL,0,Upgrade to EclipseLink 2.7.1,{}
1502,823a16c,FAIL,0,Log SQL parameters in EclipseLink when using showSql,{}
1503,7b4ec72,FAIL,0,Upgrade to JUnit Jupiter 5.0.3,{}
1504,437c33b,FAIL,0,WebFlux @ModelAttribute coverage in reference,{}
1505,43d3abd,FAIL,0,Fix SockJs CorsConfiguration for forbidden origins,{}
1506,3ae776b,FAIL,0,Fix BOM link,{}
1507,61352fe,FAIL,0,Fix compile error,{}
1508,6375cc5,FAIL,0,Merge pull request #1642 from EnvOut/master,{}
1509,dd09c08,FAIL,0,Replace use of AbstractWebSocketMessageBrokerConfigurer,{}
1510,d6591a6,FAIL,0,Default methods in WebSocketMessageBrokerConfigurer,{}
1511,42dfa40,FAIL,1,Make sure endpoint settings override default factory settings,{}
1512,89b81b0,FAIL,0,Merge pull request #1636 from izeye:exception-message,{}
1513,d31767e,FAIL,1,Fix an exception message in ScheduledAnnotationBeanPostProcessor,{}
1514,b160f93,FAIL,0,CacheProxyFactoryBean exposes all relevant CacheInterceptor callbacks,{}
1515,44fd2d9,FAIL,0,Restore original separator set (but keep new isParameterSeparator impl),{}
1516,9623cde,FAIL,0,Functional response builders allow for non-standard HTTP status codes,{}
1517,91e39d5,FAIL,0,Use ArrayList instead of LinkedList for known size,{}
1518,c88f11f,FAIL,0,Avoid deprecation warnings on JDK 9 in spring-test,{}
1519,1dbcd66,FAIL,0,More sections in WebFlux docs @Controller argument,{}
1520,4c9ed0d,FAIL,0,Polishing,{}
1521,06e6386,FAIL,0,CollectionUtils.lastElement for common Set/List extraction,{}
1522,13a8f90,FAIL,0,ScheduledAnnotationBeanPostProcessor properly deals with nested proxies,{}
1523,a15975d,FAIL,0,Log non-loadable TestExecutionListener classes at debug level only,{}
1524,93f6458,FAIL,0,Test for non-equality after URI normalization,{}
1525,347c2da,FAIL,0,Test for multiple interfaces at BridgeMethodResolver level,{}
1526,e39bf87,FAIL,0,Add reference docs for DataBufferUtils.compose,{}
1527,67e7c78,FAIL,0,Use DataBufferUtils.compose and remove writeAggregator,{}
1528,384a399,FAIL,0,Add DataBufferUtils.compose,{}
1529,c60313d,FAIL,0,Refine UriTemplate match pattern,{}
1530,84b8cec,FAIL,0,Update Javadoc for AbstractHandlerMapping properties,{}
1531,72e3c43,FAIL,0,Refine @EnableWebFlux docs for functional endpoints,{}
1532,8f6d3fe,FAIL,0,Tests for non-required MultipartFile parameters,{}
1533,121f9e3,FAIL,0,BridgeMethodResolver properly resolves all declared interfaces,{}
1534,ea73ec5,FAIL,0,ResourceUrlProvider handles sanitizes double slashes,{}
1535,cdf2ab9,FAIL,0,Expand docs on WebFlux.fn + @EnableWebFlux,{}
1536,19a1477,FAIL,0,Fix Kotlin bean w/ default + secondary ctors handling,{}
1537,5adaa10,FAIL,1,Javadoc,{}
1538,f7bf646,FAIL,0,Reverted signature change on fromMultipartData,{}
1539,b36af8a,FAIL,0,Uncomment test after Reactor Netty fix,{}
1540,8a129ef,FAIL,0,Use write aggregator from DataBufferUtils,{}
1541,69ccba3,FAIL,0,Introduce write aggregator to DataBufferUtils,{}
1542,e6893da,FAIL,0,Remove use of CompositeByteBuf in NettyDataBuffer,{}
1543,5ed0cf9,FAIL,0,Fix init issues in AbstractReactiveWebInitializer,{}
1544,537f79f,FAIL,0,Merge pull request #1609 from jeff/SPR-16245,{}
1545,0184692,FAIL,0,Polish,{}
1546,30e4021,FAIL,0,Extract protected method in AbstractRequestLoggingFilter,{}
1547,c8bdb3c,FAIL,0,Polishing,{}
1548,e43439c,FAIL,0,SqlParameterSource interface exposes parameter names,{}
1549,b2322e5,FAIL,0,Support for PostgreSQL array syntax,{}
1550,d9af4d6,FAIL,0,ResourceBundleMessageSource uses ConcurrentHashMaps instead of synchronization,{}
1551,f72318a,FAIL,0,Merge pull request #1640 from making:patch-2,{}
1552,50b46c9,FAIL,0,Fix source code in doc,{}
1553,9c7de23,FAIL,0,Polishing,{}
1554,c326e44,FAIL,0,Refine forwarded protocol support,{}
1555,30c0616,FAIL,0,Improve error message,{}
1556,74b5c37,FAIL,1,Merge pull request #1634 from lin/patch-1,{}
1557,846636f,FAIL,0,Polish,{}
1558,cb8ad46,FAIL,0,Overloaded methods in InterceptorRegistration,{}
1559,45828cb,FAIL,0,Check BeanInfoFactory for interface introspection as well,{}
1560,446e7ed,FAIL,0,Links from @RequestMapping to reference docs,{}
1561,73cad47,FAIL,0,Upgrade to HtmlUnit 2.29 and Selenium 3.8.1,{}
1562,4adc820,FAIL,0,Warning instead of error for non-present type filter class,{}
1563,0d151b0,FAIL,0,Fix SpEL syntax,{}
1564,72590db,FAIL,0,CachingConnectionFactory does not cache producer for temporary queue/topic,{}
1565,7a55d93,FAIL,0,Build against OpenPDF 1.0.5 instead of outdated iText 2.1.7,{}
1566,b9e03cb,FAIL,0,SPR-16316 — fix transaction timeout value overflow,{}
1567,4a57e26,FAIL,0,Polishing,{}
1568,b6191f6,FAIL,0,Direct reference to JPA 2.1 SynchronizationType enum,{}
1569,d187cbc,FAIL,0,LoadTimeWeaver detection differentiates between WebSphere and Liberty,{}
1570,6a1fe0b,FAIL,0,FunctionReference's method field is volatile,{}
1571,0a06bce,FAIL,1,Relaxed BeanFactory assertion in resolveInterceptorNames,{}
1572,977550f,FAIL,0,Properly handle null bean instance in getLifecycleBeans,{}
1573,18d90ec,FAIL,0,Properly handle null FactoryBean instance,{}
1574,d3e0f4d,FAIL,0,Consider enum subclasses as simple value types as well,{}
1575,9beb978,FAIL,0,Support for static field access on non-public enums,{}
1576,7ad69bf,FAIL,0,Avoid extra existence check in SimpleMetadataReaderFactory,{}
1577,1a154c3,FAIL,0,Consistently throw FileNotFoundException even for NIO access,{}
1578,37f0e8c,FAIL,0,Access to ApplicationContext via ServerWebExchange,{}
1579,93a522f,FAIL,0,Fix regression in BodyInserters with multipart data,{}
1580,542de82,FAIL,0,Document Jackson encoder/decoder behavior,{}
1581,7bf9b76,FAIL,0,Improve HTTP message reading/writing docs,{}
1582,0f1f95e,FAIL,0,Add hasJsonPath/doesNotHaveJsonPath assertion options,{}
1583,a49123a,FAIL,0,Upgrade to RxJava 2.1.8 (and Protobuf 3.5.1),{}
1584,dd4f915,FAIL,0,Upgrade to JCache 1.1 (and Caffeine 2.6.1),{}
1585,d2616b7,FAIL,0,Fix RestOperations extensions parameters nullability,{}
1586,deac8e5,FAIL,0,Improve Kotlin extensions doc about type erasure,{}
1587,8fc16fc,FAIL,0,Merge pull request #1627 from nkjackzhang:patch-1,{}
1588,ec6eed6,FAIL,0,Polish Javadoc,{}
1589,3aee318,FAIL,0,Restore milestone repo for AspectJ,{}
1590,f389f66,FAIL,0,Upgrade to Reactor Bismuth snapshots,{}
1591,6c3a645,FAIL,0,Move ResolvableType from HttpEntity to PublisherEntity,{}
1592,6e587d5,FAIL,0,Add new WebTestClient header assertions,{}
1593,7035ee7,FAIL,0,Support Publishers for multipart data in BodyInserters,{}
1594,f23612c,FAIL,1,Add ResolvableType to HttpEntity for multipart Publishers,{}
1595,9d27e86,FAIL,0,Upgrade to Hibernate Validator 6.0.7,{}
1596,4577a19,FAIL,0,Upgrade to Commons Pool 2.5 (and Jackson Kotlin Module 2.9.3),{}
1597,0075f13,FAIL,0,Improve CORS list properties combination logic,{}
1598,425a999,FAIL,0,Upgrade to Gradle 4.4.1 (and Netty 4.1.19),{}
1599,a8cf275,FAIL,0,MockServerHttpRequest builder supports query params,{}
1600,6df1a78,FAIL,0,MockHttpServletResponse uses correct language header,{}
1601,99cbfd3,FAIL,0,Set default view content-type with WebFlux fn,{}
1602,e3e4f37,FAIL,0,Upgrade to Kotlin 1.2.10,{}
